taxon,p_value,clr_diff,q_value
Clostridium bolteae CAG:59,0.6341843071878097,0.40735806131272034,0.9687892012867615
Bifidobacterium animalis,0.6829778277270655,0.12895719006628203,0.9687892012867615
Phascolarctobacterium succinatutens,0.6720105419299263,-0.2751252703401672,0.9687892012867615
Rothia dentocariosa,0.6611126270094512,0.10725148464937462,0.9687892012867615
Prevotella sp. CAG:1185,0.6341843071878097,0.1312904035943514,0.9687892012867615
Barnesiella intestinihominis,0.6025008767749245,-0.46008617409223085,0.9687892012867615
Bacteroides galacturonicus,0.6235445896045326,-0.400022800149174,0.9687892012867615
Blautia obeum,0.6077317843698709,-0.37456656418294987,0.9687892012867615
Lacrimispora saccharolytica,0.6829778277270655,-0.19690782330220458,0.9687892012867615
Coprobacter fastidiosus,0.5921003986490609,0.2374269681630337,0.9687892012867615
Coprococcus catus,0.6665527874875573,-0.4742121890481257,0.9687892012867615
Desulfovibrio piger,0.5869312491383958,0.11413448083531541,0.9687892012867615
Enterocloster bolteae,0.6502860762445752,0.3627485419268801,0.9687892012867615
Acidaminococcus fermentans,0.6611126270094512,0.26516234934769933,0.9687892012867615
Collinsella aerofaciens,0.6235445896045326,-0.2589052173700863,0.9687892012867615
Blautia producta,0.6502860762445752,0.24723677954058187,0.9687892012867615
Bifidobacterium catenulatum,0.6288548142735506,-0.05547676656013745,0.9687892012867615
Actinomyces sp. HPA0247,0.6556903082735095,0.19286130942442892,0.9687892012867615
Alistipes putredinis,0.6288548142735506,0.125390595177981,0.9687892012867615
Veillonella parvula,0.6025008767749245,0.6135118648483971,0.9687892012867615
[Clostridium] leptum,0.6774856397782276,-0.24203120220518737,0.9687892012867615
Actinomyces sp. oral taxon 181,0.5972903441737089,0.22193284160953008,0.9687892012867615
Streptococcus infantis,0.6395328379111875,-0.2004983014742583,0.9687892012867615
Roseburia sp. CAG:303,0.6235445896045326,-0.6827793517765405,0.9687892012867615
Harryflintia acetispora,0.6884868497580643,-0.17893504491111245,0.9713246907397556
Bifidobacterium longum,0.7051123202013998,0.07964703544438034,0.9737298315184263
Firmicutes bacterium CAG:94,0.7274992994103184,-0.3900218044788123,0.9737298315184263
Dielma fastidiosa,0.7162753250382319,0.26956244294942255,0.9737298315184263
Haemophilus sp. HMSC71H05,0.7274992994103184,0.24580875693133275,0.9737298315184263
Bifidobacterium bifidum,0.7051123202013998,0.07931837301828981,0.9737298315184263
Streptococcus gordonii,0.7218798277233242,-0.03166222042490785,0.9737298315184263
Streptococcus mitis,0.7218798277233242,0.028620123914821494,0.9737298315184263
Acidaminococcus intestini,0.7274992994103184,0.2999160276401738,0.9737298315184263
Enterococcus durans,0.7274992994103184,-0.6190734563613334,0.9737298315184263
Streptococcus parasanguinis,0.7274992994103184,0.1866503393865857,0.9737298315184263
Collinsella intestinalis,0.7387820417720775,0.02866986135912146,0.9787924512817879
Clostridium paraputrificum,0.7387820417720775,-0.21832684670107416,0.9787924512817879
Oscillibacter sp. PC13,0.7444447525414711,-0.13770084842307773,0.9813135374410302
Roseburia sp. CAG:182,0.7902207442306137,-0.4751710163074656,0.9915750684816836
Lawsonibacter asaccharolyticus,0.7615148356328644,-0.35026527137666896,0.9915750684816836
Clostridium sp. CAG:242,0.778701777357407,0.008225627382414835,0.9915750684816836
Enterocloster citroniae,0.7615148356328644,-0.06247590872082698,0.9915750684816836
Leuconostoc mesenteroides,0.7902207442306137,-0.09102951513147817,0.9915750684816836
Propionibacterium freudenreichii,0.7844553583881224,-0.15456024906290944,0.9915750684816836
[Clostridium] methylpentosum,0.7902207442306137,0.24004962516051576,0.9915750684816836
[Eubacterium] brachy,0.7844553583881224,-0.13391457423125508,0.9915750684816836
Streptococcus sp. A12,0.7902207442306137,-0.0017969962446509058,0.9915750684816836
Odoribacter splanchnicus,0.7844553583881224,-0.2926372538384161,0.9915750684816836
Actinomyces sp. HMSC035G02,0.8956656826153659,-0.08174981047736929,0.9939169711684924
Adlercreutzia caecimuris,0.7959976346990006,0.06517801156246761,0.9939169711684924
Alloscardovia omnicolens,0.8075847193554997,0.04461626975184663,0.9939169711684924
Bacteroides intestinalis,0.8367323965022202,0.4604781402544802,0.9939169711684924
[Bacteroides] pectinophilus,0.8897407870703121,-0.42555787438157267,0.9939169711684924
Bacteroides finegoldii,0.9253709731568722,-0.17401911272182202,0.9939169711684924
Anaerotruncus colihominis,0.9134740093574574,0.3299714409353236,0.9939169711684924
Actinomyces sp. S6-Spd3,0.8720043132699031,-0.05414868093914449,0.9939169711684924
Ruminococcaceae bacterium D16,0.8956656826153659,0.07463350689118453,0.9939169711684924
Sanguibacteroides justesenii,0.8367323965022202,-0.18758361223006492,0.9939169711684924
Latilactobacillus sakei,0.9253709731568722,-0.00691396963759594,0.9939169711684924
Lactonifactor longoviformis,0.9015964034158801,0.010740272472650858,0.9939169711684924
Parabacteroides sp. CAG:409,0.9134740093574574,-0.20106381441274435,0.9939169711684924
Eggerthella lenta,0.8192141738773497,0.30672670440934113,0.9939169711684924
Cloacibacillus porcorum,0.8192141738773497,0.006639159970938779,0.9939169711684924
Gordonibacter pamelaeae,0.8661059746855824,0.1635791754727114,0.9939169711684924
Hafnia alvei,0.8602150837761,-0.3037806631408726,0.9939169711684924
[Eubacterium] sulci,0.9075326218457468,0.009194336929111202,0.9939169711684924
[Ruminococcus] torques,0.9134740093574574,-0.2995431554327199,0.9939169711684924
Turicimonas muris,0.8367323965022202,-0.281464463710809,0.9939169711684924
Veillonella atypica,0.8367323965022202,-0.03381504999978513,0.9939169711684924
Veillonella dispar,0.8838220434311399,0.00017962949233529812,0.9939169711684924
Streptococcus mutans,0.8779097773185713,-0.016093014963832752,0.9939169711684924
Coprobacillus cateniformis,0.9194202365366456,-0.11103971002432345,0.9939169711684924
Haemophilus parainfluenzae,0.8484569275575196,-0.008611513495566325,0.9939169711684924
Faecalitalea cylindroides,0.8602150837761,-0.26187621247134557,0.9939169711684924
Holdemania filiformis,0.8484569275575196,-0.019931063383127,0.9939169711684924
Clostridium sp. CAG:167,0.8661059746855824,-0.27180508242023027,0.9939169711684924
Lactococcus lactis,0.8897407870703121,0.20080123085724128,0.9939169711684924
Blautia sp. CAG:257,0.8484569275575196,-0.11952530758947777,0.9939169711684924
Parabacteroides johnsonii,0.8075847193554997,-0.4586951688618881,0.9939169711684924
Actinomyces oris,0.8720043132699031,-0.11227272513658182,0.9939169711684924
Ruminococcus sp. CAG:403,0.9253709731568722,-0.3781968686503754,0.9939169711684924
Alistipes shahii,0.8484569275575196,0.16326195009942657,0.9939169711684924
Ruminococcus obeum CAG:39,0.8484569275575196,-0.21660798189143993,0.9939169711684924
Dorea sp. CAG:317,0.9313258882346378,0.03852719543279659,0.9962133476608216
Intestinibacter bartlettii,0.937284650084606,-0.17750855933516513,0.9967103149145007
Bacteroides uniformis,0.9432469263750255,-0.003532923671841992,0.9967103149145007
Phocaeicola coprocola,0.9432469263750255,-0.5523180175923541,0.9967103149145007
[Clostridium] scindens,0.9730993545926159,0.07272673402218999,0.9981982818339445
Catenibacterium mitsuokai,0.9611515100440122,-0.14939468979045434,0.9981982818339445
Schaalia odontolytica,0.9730993545926159,0.020690464053960467,0.9981982818339445
Clostridium perfringens,0.9730993545926159,0.1408909788214412,0.9981982818339445
Coprococcus eutactus,0.9492123841833301,-0.3291641030698066,0.9981982818339445
Enterocloster clostridioformis,0.9551806900519066,0.4968737871489921,0.9981982818339445
Firmicutes bacterium CAG:170,0.9790757093850183,0.03813991994618804,0.9981982818339445
Parabacteroides goldsteinii,0.9790757093850183,0.08488144894265803,0.9981982818339445
Allisonella histaminiformans,0.9611515100440122,-0.008975125783537319,0.9981982818339445
Aeriscardovia aeriphila,0.9910316076042527,-0.07256262669955182,0.9986843613309264
Oscillibacter sp. CAG:241,0.9850532388853921,-0.07414102613251883,0.9986843613309264
Alistipes onderdonkii,0.9910316076042527,0.2711597502028762,0.9986843613309264
Denitrobacterium detoxificans,0.9970104799107592,-0.029541394689544198,1.0
[Ruminococcus] gnavus,1.0,0.13307780468715946,1.0
