FeatureID,Covariate,Log2(FC),SE,W,pvalue,qvalue,Signif
Actinomyces sp. HPA0247,study_condition[T.adenoma],-0.05290502198945925,0.09992108896787381,-0.5294680285807237,0.5964808174122264,0.9399774114087164,False
Actinomyces sp. HPA0247,study_condition[T.CRC],0.027562078243751457,0.11263621528023818,0.24469996772509786,0.8066887530332343,0.9275143812408553,False
Actinomyces sp. ICM47,Intercept,0.5428252423467104,0.15603089353854024,3.478960031800564,0.000503363655033242,0.0009384136711691155,True
Actinomyces sp. ICM47,study_condition[T.adenoma],0.2595975242175617,0.27413380624139144,0.9469737708634532,0.34365214457712057,0.8595186744353119,False
Actinomyces sp. ICM47,study_condition[T.CRC],-0.2947667909932965,0.20956661615138653,-1.4065541373267352,0.15955964072220408,0.4856072419876522,False
Actinomyces sp. oral taxon 181,Intercept,-0.22959112906007384,0.06671715978404824,-3.441260536318094,0.0005790107234228227,0.001064238019812371,True
Actinomyces sp. oral taxon 181,study_condition[T.adenoma],0.1851845230228978,0.10453390558339391,1.771525917733585,0.07647328669318706,0.6252298761677587,False
Actinomyces sp. oral taxon 181,study_condition[T.CRC],0.21689334703081087,0.11740867508177243,1.847336637431175,0.06469836617410166,0.3127087698414913,False
Actinomyces sp. oral taxon 448,Intercept,-0.0911234347239418,0.09622195981920913,-0.9470128741417561,0.3436322187491443,0.3986133737490074,False
Actinomyces sp. oral taxon 448,study_condition[T.adenoma],-0.13214686279500484,0.10527711181362771,-1.2552288006242487,0.20939571322786188,0.7484641029798065,False
Actinomyces sp. oral taxon 448,study_condition[T.CRC],-0.16620275753543112,0.11786968086510363,-1.4100552094108276,0.15852338147164668,0.4856072419876522,False
Actinomyces sp. S6-Spd3,Intercept,-0.07101132729917126,0.07338439800229847,-0.9676624627614594,0.33321297084613544,0.3882526133519703,False
Actinomyces sp. S6-Spd3,study_condition[T.adenoma],0.022131847721284806,0.1846535719879552,0.1198560498073032,0.904597180588959,0.9653855482091309,False
Actinomyces sp. S6-Spd3,study_condition[T.CRC],-0.005223939284125231,0.12211177585929582,-0.04277997963230469,0.9658769233159564,0.9794862504790072,False
Adlercreutzia caecimuris,Intercept,0.20556838549672918,0.13913195730738856,1.4775066021860137,0.13953988984330007,0.17852897671128096,False
Adlercreutzia caecimuris,study_condition[T.adenoma],-0.09582269323980068,0.20293920383758318,-0.4721743824149904,0.6368023233888119,0.956207132699844,False
Adlercreutzia caecimuris,study_condition[T.CRC],-0.09779990302602837,0.18218429713742298,-0.536818510501249,0.5913929842167984,0.81553828800206,False
Adlercreutzia equolifaciens,Intercept,1.9857161984906337,0.2922892514392063,6.793668219796464,1.0931763320850834e-11,4.258492875734429e-11,True
Adlercreutzia equolifaciens,study_condition[T.adenoma],0.45943352110001384,0.43195641276343644,1.063610835548876,0.28750503173604136,0.8487200141244979,False
Adlercreutzia equolifaciens,study_condition[T.CRC],-0.07099228625646958,0.4125112126068389,-0.17209783416028443,0.8633606154505454,0.9405279416782631,False
Aeriscardovia aeriphila,Intercept,0.028303045071874422,0.08386047029278172,0.33750162589191446,0.7357387866884688,0.7743057392164934,False
Aeriscardovia aeriphila,study_condition[T.adenoma],-0.10137758424044443,0.11984550523583884,-0.8459022642605396,0.39760726927044965,0.8595186744353119,False
Aeriscardovia aeriphila,study_condition[T.CRC],-0.21590970587366554,0.10781057330891085,-2.0026765394801957,0.045212018522523725,0.25210446907992723,False
Agathobaculum butyriciproducens,Intercept,3.7470896755670857,0.2271298347399236,16.49756704070918,3.8197548510550056e-61,5.538644534029758e-60,True
Agathobaculum butyriciproducens,study_condition[T.adenoma],0.6282454155404915,0.3004285943301834,2.0911638485716977,0.03651337879012829,0.501578519169657,False
Agathobaculum butyriciproducens,study_condition[T.CRC],-0.48656419593867656,0.36458732687420325,-1.3345614618869077,0.1820199182964909,0.49297544627258905,False
Akkermansia muciniphila,Intercept,3.0670364653231736,0.38807561751579567,7.903192900796808,2.718483864950323e-15,1.2670076584857755e-14,True
Akkermansia muciniphila,study_condition[T.adenoma],0.24053975230785943,0.6035624853108953,0.3985333054355711,0.6902371129679457,0.9653855482091309,False
Akkermansia muciniphila,study_condition[T.CRC],0.658253629987139,0.5988061671902167,1.0992766375067045,0.2716474194774806,0.5908331373635204,False
Alistipes finegoldii,Intercept,2.574653899895887,0.29712719499074874,8.665157357865041,4.508897893462717e-18,2.1793006485069798e-17,True
Alistipes finegoldii,study_condition[T.adenoma],0.07209062474680807,0.4781029704802563,0.15078472462614645,0.8801455364683086,0.9653855482091309,False
Alistipes finegoldii,study_condition[T.CRC],0.680287802080195,0.4757896943092443,1.4298077705693961,0.15277219825291916,0.48040414149411925,False
Alistipes indistinctus,Intercept,1.479185136915957,0.24426381197373298,6.055686779648808,1.3981983137956606e-09,4.931483241900911e-09,True
Alistipes indistinctus,study_condition[T.adenoma],-0.5088864631745641,0.36058119169421327,-1.4112950838714833,0.15815762346227025,0.6964426062917791,False
Alistipes indistinctus,study_condition[T.CRC],0.11849258533804552,0.38057295842229977,0.31135313930150854,0.7555321740101634,0.9046942052599947,False
Alistipes inops,Intercept,0.9292315818213499,0.24598118175205452,3.777653132661188,0.00015831316347868495,0.00034410431510099236,True
Alistipes inops,study_condition[T.adenoma],0.21791420934176395,0.4138502675543049,0.5265532643715629,0.5985038541101975,0.9399774114087164,False
Alistipes inops,study_condition[T.CRC],0.6803738438402273,0.4177123316302304,1.6288095713738984,0.10335333786496737,0.41378732949540525,False
Alistipes onderdonkii,Intercept,0.1398351362848249,0.15202648910005148,0.9198077066214216,0.35767325536853045,0.4112454610184425,False
Alistipes onderdonkii,study_condition[T.adenoma],0.004036171004364828,0.23260307881887085,0.017352182201800577,0.9861556564796463,0.9923681364405078,False
Alistipes onderdonkii,study_condition[T.CRC],0.24403658942324735,0.29385560441722053,0.8304643020412181,0.40627632299102223,0.7164737858152487,False
Alistipes putredinis,Intercept,5.086139153843627,0.33532442845310817,15.167815769661033,5.7767409878188396e-52,7.538646989103587e-51,True
Alistipes putredinis,study_condition[T.adenoma],0.27187754469531744,0.5368723388197356,0.506410043946416,0.6125688250792374,0.9460382446489997,False
Alistipes putredinis,study_condition[T.CRC],0.2371005550004005,0.5106054012792363,0.46435183491280113,0.6423956922061369,0.8467943215444532,False
Alistipes shahii,Intercept,2.9442563191241007,0.2258046770970928,13.038951880780186,7.345994842347726e-39,7.101128347602802e-38,True
Alistipes shahii,study_condition[T.adenoma],-0.07927103117435813,0.3848218157246701,-0.20599411970727374,0.8367955046009753,0.9653855482091309,False
Alistipes shahii,study_condition[T.CRC],-0.0013496991947371494,0.3595661792807398,-0.0037536878397101407,0.9970049974599738,0.9970049974599738,False
Allisonella histaminiformans,Intercept,0.21680562838293582,0.12616578441246173,1.7184185822849871,0.08572029332655297,0.1141479416236241,False
Allisonella histaminiformans,study_condition[T.adenoma],0.10168461942315961,0.22558409118777728,0.4507614827258224,0.6521614645840956,0.9653855482091309,False
Allisonella histaminiformans,study_condition[T.CRC],0.11444881217234248,0.21961906474049978,0.5211242125430884,0.6022802449369281,0.8195187262649573,False
Alloscardovia omnicolens,Intercept,0.07157009696683225,0.11254401697835933,0.6359298245111883,0.5248221624355973,0.5755402705701298,False
Alloscardovia omnicolens,study_condition[T.adenoma],-0.08091958413771193,0.18809196241331666,-0.4302128761881796,0.6670407963495173,0.9653855482091309,False
Alloscardovia omnicolens,study_condition[T.CRC],-0.12286806140071604,0.14997691963931026,-0.8192464660309723,0.4126458090302828,0.7207957408476963,False
Anaerobutyricum hallii,Intercept,5.750592228566964,0.25675833441043583,22.396905797708094,4.218808753969789e-111,1.2234545386512387e-109,True
Anaerobutyricum hallii,study_condition[T.adenoma],-0.5732180061535054,0.3908234245728954,-1.4666930642141953,0.14245957047945537,0.688554590650701,False
Anaerobutyricum hallii,study_condition[T.CRC],-1.4266703239412448,0.40601712287007724,-3.5138181214041304,0.00044171514460642793,0.010480695703843426,True
Anaeromassilibacillus sp. An250,Intercept,0.5441089307282159,0.15225597684558873,3.573645790470525,0.0003520450848592285,0.0006908553920921703,True
Anaeromassilibacillus sp. An250,study_condition[T.adenoma],0.16356537280592637,0.2765569095513787,0.5914347722183352,0.5542291476857661,0.9399774114087164,False
Anaeromassilibacillus sp. An250,study_condition[T.CRC],0.3951488446785546,0.28270186140286496,1.3977581991066086,0.16218569081277578,0.4856072419876522,False
Anaerostipes hadrus,Intercept,6.592895984929771,0.20696335508857305,31.855378369316842,1.108873348881981e-222,9.647198135273235e-221,True
Anaerostipes hadrus,study_condition[T.adenoma],-0.7776732205238784,0.3235761564126649,-2.4033699798698764,0.01624474264886675,0.35332315261285185,False
Anaerostipes hadrus,study_condition[T.CRC],-1.5277234022480912,0.380767434829288,-4.012221798676207,6.014994490153774e-05,0.002616522603216892,True
Anaerotignum lactatifermentans,Intercept,-0.08128689587983295,0.10013872371159914,-0.8117428789480111,0.41693918458023604,0.46504755203180176,False
Anaerotignum lactatifermentans,study_condition[T.adenoma],0.24393653737577795,0.23759479404823572,1.026691423744978,0.3045657889322767,0.8487200141244979,False
Anaerotignum lactatifermentans,study_condition[T.CRC],0.8654598513759199,0.3217121515281823,2.690168360955134,0.007141597911708342,0.07455828219823508,False
Anaerotruncus colihominis,Intercept,0.4670559193085744,0.1870408489690908,2.497079765638559,0.012522078600335777,0.01900152624818394,True
Anaerotruncus colihominis,study_condition[T.adenoma],0.27624075647065177,0.3189691068484347,0.8660423550106178,0.3864669351683562,0.8595186744353119,False
Anaerotruncus colihominis,study_condition[T.CRC],0.5746531505577059,0.324526153201045,1.7707452693395298,0.07660307087163482,0.34290386554636837,False
Bacteroides caccae,Intercept,4.060860840033997,0.357197044083803,11.368685456090356,5.988262894745869e-30,4.341490598690755e-29,True
Bacteroides caccae,study_condition[T.adenoma],0.5396099633442132,0.5214476186407514,1.0348306216275476,0.3007480195841835,0.8487200141244979,False
Bacteroides caccae,study_condition[T.CRC],-0.47025858552206723,0.5490193326740734,-0.8565428529294383,0.3916975801112019,0.7002264959522172,False
Bacteroides cellulosilyticus,Intercept,2.130684932030645,0.34874077898166933,6.109652384938439,9.984837889253919e-10,3.670482660697567e-09,True
Bacteroides cellulosilyticus,study_condition[T.adenoma],1.2111343667046301,0.5327336418886898,2.2734332346851986,0.023000085262170046,0.40020148356175883,False
Bacteroides cellulosilyticus,study_condition[T.CRC],0.7647967266333164,0.5449240953250373,1.4034922169795578,0.1604701112471414,0.4856072419876522,False
Bacteroides clarus,Intercept,1.342268355791747,0.33696356419199813,3.983422833891136,6.792973545478647e-05,0.00015689965445751566,True
Bacteroides clarus,study_condition[T.adenoma],-0.7132926167841747,0.4106340424497839,-1.7370518345940658,0.0823780219402595,0.6252298761677587,False
Bacteroides clarus,study_condition[T.CRC],-0.5063109730007971,0.4513115697097722,-1.121865706492731,0.26191954365032644,0.5818299556669364,False
Bacteroides eggerthii,Intercept,1.7253697387742655,0.3689816882532656,4.676030799636831,2.9248069815670718e-06,7.869841465866038e-06,True
Bacteroides eggerthii,study_condition[T.adenoma],0.13162740756482802,0.5602430474915702,0.23494697195114872,0.8142498914288269,0.9653855482091309,False
Bacteroides eggerthii,study_condition[T.CRC],-0.5193552261508091,0.5222007421373183,-0.9945509154681345,0.31995473041272127,0.6273132854102205,False
Bacteroides faecis,Intercept,1.165786364094215,0.3312853814449857,3.5189791925298373,0.0004332106829799963,0.0008253137829034966,True
Bacteroides faecis,study_condition[T.adenoma],-0.8282867899923774,0.41820049636635087,-1.9805973383321474,0.04763644767562432,0.5651414928789976,False
Bacteroides faecis,study_condition[T.CRC],-0.40822322692087104,0.4476667444164509,-0.9118908920809031,0.36182615658045636,0.6745473347678508,False
Bacteroides faecis CAG:32,Intercept,0.3728473621242703,0.23783983388794852,1.567640525261747,0.11696504885815787,0.15112810768306537,False
Bacteroides faecis CAG:32,study_condition[T.adenoma],-0.31541716374219253,0.2949821670242009,-1.069275363063948,0.2849456086510552,0.8487200141244979,False
Bacteroides faecis CAG:32,study_condition[T.CRC],-0.060581676635409365,0.3396464006207727,-0.17836690312243572,0.8584348399645568,0.9405279416782631,False
Bacteroides finegoldii,Intercept,1.095177637784781,0.28387799903852257,3.857916575057175,0.00011435766476202318,0.00025510555985374403,True
Bacteroides finegoldii,study_condition[T.adenoma],0.4307580429373455,0.4778895751483774,0.9013756845472131,0.367388605215794,0.8595186744353119,False
Bacteroides finegoldii,study_condition[T.CRC],0.23341659037768958,0.46055512565892087,0.5068157477212702,0.6122841058301405,0.8195187262649573,False
Bacteroides fragilis,Intercept,2.6578457711332337,0.35515936268316267,7.483530072398219,7.235233720374537e-14,3.200671188165685e-13,True
Bacteroides fragilis,study_condition[T.adenoma],-0.1736036854507789,0.547008666323205,-0.3173691682394728,0.7509634990597394,0.9653855482091309,False
Bacteroides fragilis,study_condition[T.CRC],1.2440154543559987,0.5622608394521819,2.21252373821385,0.026930497852005335,0.18996918755063222,False
Bacteroides galacturonicus,Intercept,0.5182060458129332,0.1971791598265767,2.628097443303372,0.008586391576541497,0.013582110311983822,True
Bacteroides galacturonicus,study_condition[T.adenoma],0.30054179636083633,0.31988332171402434,0.9395356867949517,0.34745577866799093,0.8595186744353119,False
Bacteroides galacturonicus,study_condition[T.CRC],0.03451095834548823,0.2961557731260546,0.11652975047965422,0.9072327092308243,0.9547892625372788,False
Bacteroides intestinalis,Intercept,1.0065492819009627,0.29576205825688406,3.4032400499009396,0.0006659174624854432,0.001215415788172732,True
Bacteroides intestinalis,study_condition[T.adenoma],-0.6394740179830068,0.3834162304561526,-1.6678324160201063,0.09534899894277885,0.6252298761677587,False
Bacteroides intestinalis,study_condition[T.CRC],-0.12525054703836058,0.45194216275779714,-0.27713844239286944,0.7816738046583768,0.9107895670349836,False
Bacteroides nordii,Intercept,0.2525925578642312,0.16410458363804126,1.5392169570434682,0.12375133922840269,0.159108864722232,False
Bacteroides nordii,study_condition[T.adenoma],-0.47472066811774777,0.19462397538046358,-2.4391684898519466,0.014721102692893397,0.3492916184404706,False
Bacteroides nordii,study_condition[T.CRC],0.7276896318871588,0.3408077410231093,2.1351910308804167,0.032745409241708066,0.20333142954367503,False
Bacteroides ovatus,Intercept,4.475538234110729,0.29724749522703586,15.056605374226416,3.12422243251077e-51,3.8829621661205285e-50,True
Bacteroides ovatus,study_condition[T.adenoma],-0.6093720242698566,0.4797834683851242,-1.2700980013357006,0.20404972349376493,0.7484641029798065,False
Bacteroides ovatus,study_condition[T.CRC],-0.31688053194428656,0.48126738067280284,-0.6584292737673048,0.5102623299710487,0.7486395091270096,False
Bacteroides salyersiae,Intercept,0.6978733298324045,0.25347206305776465,2.753255413687794,0.005900584189507459,0.009565543313425136,True
Bacteroides salyersiae,study_condition[T.adenoma],-0.035505979954597554,0.36594925192909833,-0.09702432719134713,0.9227070752841158,0.9710747848756218,False
Bacteroides salyersiae,study_condition[T.CRC],0.4966495377691573,0.4362867229007334,1.138355837342678,0.25497192694516924,0.5818299556669364,False
Bacteroides sp. CAG:144,Intercept,0.5455408927546834,0.219363549596393,2.4869258988488476,0.01288522347102089,0.019439556797320533,True
Bacteroides sp. CAG:144,study_condition[T.adenoma],0.24254426623482878,0.388675006837037,0.6240284607147955,0.5326088941739893,0.9267394758627414,False
Bacteroides sp. CAG:144,study_condition[T.CRC],0.4000459332505152,0.3803915400567769,1.0516688493934558,0.2929515076198177,0.6116827479101794,False
Bacteroides stercoris,Intercept,2.2352469570641897,0.3879585234401199,5.761561667066177,8.33392028030357e-09,2.753358472353458e-08,True
Bacteroides stercoris,study_condition[T.adenoma],1.3257544048534888,0.6335233002271692,2.092668737484634,0.036378735842828074,0.501578519169657,False
Bacteroides stercoris,study_condition[T.CRC],-0.09307845064962839,0.5630208680449488,-0.16531971714092392,0.8686923403124222,0.9405279416782631,False
Bacteroides thetaiotaomicron,Intercept,4.069205117212899,0.3168968882838665,12.840785970633547,9.688581358377477e-38,9.031141909059004e-37,True
Bacteroides thetaiotaomicron,study_condition[T.adenoma],0.30296908492876146,0.46630362686801563,0.6497249162818864,0.5158699263713036,0.9222058272802072,False
Bacteroides thetaiotaomicron,study_condition[T.CRC],0.8075408147421007,0.4768625383093782,1.6934456994778346,0.09037066244039428,0.38666791634332637,False
Bacteroides uniformis,Intercept,7.1649397503098395,0.15502304724970153,46.21854541904984,0.0,0.0,True
Bacteroides uniformis,study_condition[T.adenoma],-0.03779920348716452,0.30505916420619134,-0.12390777895666104,0.901388293700041,0.9653855482091309,False
Bacteroides uniformis,study_condition[T.CRC],-0.08270362384161689,0.3150817166534775,-0.2624830939732793,0.7929490176191614,0.9198208604382272,False
Bacteroides xylanisolvens,Intercept,3.6959084173788614,0.3059954857367807,12.078310268139399,1.375166666726818e-33,1.1216203125490609e-32,True
Bacteroides xylanisolvens,study_condition[T.adenoma],-0.38506936585523005,0.4532200231440553,-0.849630082942819,0.39553078127932917,0.8595186744353119,False
Bacteroides xylanisolvens,study_condition[T.CRC],-1.1590829006858596,0.46537255740914524,-2.490655888990935,0.012750754634791523,0.10735312773163184,False
Barnesiella intestinihominis,Intercept,4.335935043856375,0.34005223294760917,12.750791271893807,3.085969404195329e-37,2.684793381649936e-36,True
Barnesiella intestinihominis,study_condition[T.adenoma],0.13080188909604537,0.5187166214249844,0.25216444527402065,0.8009139587707905,0.9653855482091309,False
Barnesiella intestinihominis,study_condition[T.CRC],-0.3095051687159025,0.5103178048378062,-0.6064949444871363,0.5441861384125011,0.7890699006981265,False
Bifidobacterium adolescentis,Intercept,3.1398235568738393,0.430431899050406,7.294588444306141,2.9957338254766886e-13,1.2611073039506705e-12,True
Bifidobacterium adolescentis,study_condition[T.adenoma],-0.38379457716247395,0.6534322295578163,-0.5873517708518775,0.5569674779082335,0.9399774114087164,False
Bifidobacterium adolescentis,study_condition[T.CRC],-0.8670691515248589,0.5893990713931725,-1.471107087894375,0.14126215850114252,0.4741550007824933,False
Bifidobacterium animalis,Intercept,0.8320926656445646,0.2837794330491679,2.932181013626859,0.003365904999964771,0.005595549076374556,True
Bifidobacterium animalis,study_condition[T.adenoma],-0.5567613282464321,0.34806923564147985,-1.5995706349064138,0.10969386719079427,0.6405798355163449,False
Bifidobacterium animalis,study_condition[T.CRC],-0.5343031759126475,0.3635991205963898,-1.469484235925164,0.14170149448672215,0.4741550007824933,False
Bifidobacterium bifidum,Intercept,1.3169306762119906,0.35358664661078437,3.724492112004504,0.00019570883113539852,0.0004186885649699919,True
Bifidobacterium bifidum,study_condition[T.adenoma],-0.07138307507933454,0.5294847216412379,-0.13481611869379198,0.8927572613131595,0.9653855482091309,False
Bifidobacterium bifidum,study_condition[T.CRC],-0.0070101164693004946,0.5295399045479703,-0.013238126926967896,0.9894378114123369,0.9932433414562305,False
