taxon,p_value,clr_diff,q_value
Intestinibacter bartlettii,0.05977858449949379,1.2811171905154985,0.7229561873247026
Phocaeicola vulgatus,0.07813251702942042,0.5793018864469364,0.728306676595669
Firmicutes bacterium CAG:94,0.09538074482326947,-0.936306251684846,0.8584267034094253
Anaerotignum lactatifermentans,0.10653069829634626,-0.5241819814929811,0.8616906484362129
Leuconostoc pseudomesenteroides,0.09944716408636806,-0.497721156435047,0.8616906484362129
Enterocloster citroniae,0.11555238580562241,-0.6105979392422604,0.8616906484362129
Lachnospira pectinoschiza,0.10947374204778414,-1.2299660490260547,0.8616906484362129
Bacteroides ovatus,0.11096917689402257,0.9811357702576702,0.8616906484362129
Gemmiger formicilis,0.11400839481930301,-0.710677002877234,0.8616906484362129
Firmicutes bacterium CAG:110,0.1268250578632241,-0.8160093070817523,0.8946308135757159
Romboutsia ilealis,0.1251641693878328,0.760209597908682,0.8946308135757159
Ruminococcus bicirculans,0.14073624927269862,1.2621591207263767,0.9011506440161724
Lachnospira eligens,0.14255462588283563,1.3445161053175232,0.9011506440161724
Lactobacillus delbrueckii,0.14255462588283563,0.5265237591619452,0.9011506440161724
Eubacterium sp. OM08-24,0.1462454197873735,-0.5971640151017515,0.9011506440161724
Catenibacterium mitsuokai,0.150008893095826,-0.423009592363921,0.9011506440161724
Butyrivibrio crossotus,0.15191811623261145,-0.9861898548192838,0.9011506440161724
Oscillibacter sp. 57_20,0.14811802498906912,-0.9290142933491545,0.9011506440161724
Gordonibacter pamelaeae,0.1557919922412359,0.7452569635248305,0.9035935549991683
Streptococcus gordonii,0.21565252122090495,0.4951400247207015,0.9078275490105837
Agathobaculum butyriciproducens,0.2010953441664206,-0.6237310849465421,0.9078275490105837
Actinomyces sp. oral taxon 181,0.20828174550148726,-0.3163929515636221,0.9078275490105837
[Ruminococcus] torques,0.18281919410995218,0.4377418702989382,0.9078275490105837
[Eubacterium] sulci,0.19640596899121632,0.5055470016026306,0.9078275490105837
Streptococcus parasanguinis,0.19640596899121632,0.8038042274502992,0.9078275490105837
Gemella sanguinis,0.2010953441664206,0.6786942441077993,0.9078275490105837
Bifidobacterium pseudocatenulatum,0.1741565428438031,1.1492065914995029,0.9078275490105837
Parasutterella excrementihominis,0.19640596899121632,0.8594704256272954,0.9078275490105837
Aeriscardovia aeriphila,0.1917972018454659,0.438409168025901,0.9078275490105837
Actinomyces oris,0.21071810016472625,0.5630664201825994,0.9078275490105837
Parabacteroides distasonis,0.19640596899121632,0.896972758660735,0.9078275490105837
Eggerthella lenta,0.17844875867006127,1.0068480286650694,0.9078275490105837
Streptococcus thermophilus,0.1720395677301756,0.9904043369571074,0.9078275490105837
Acidaminococcus intestini,0.21565252122090495,-0.5002667513038195,0.9078275490105837
Streptococcus salivarius,0.18281919410995218,0.771552472110761,0.9078275490105837
Streptococcus mitis,0.21071810016472625,0.6169056143238113,0.9078275490105837
Enterococcus durans,0.22576989177529605,-0.6288287470138805,0.9353324087833693
Ruminococcaceae bacterium D16,0.2309537522831886,-0.38775629342451223,0.9379021525100761
Veillonella atypica,0.23357716441821819,-0.4914684953015285,0.9379021525100761
Oscillibacter sp. CAG:241,0.3811497771297,-0.38148084705180274,0.9542271979037618
Phocaeicola dorei,0.4225765361061433,-0.9578454831567607,0.9542271979037618
Erysipelatoclostridium ramosum,0.46243104662674817,0.8707354750895233,0.9542271979037618
Phocaeicola coprocola,0.2609769137669775,-0.8357072948351087,0.9542271979037618
Parvimonas micra,0.27844488527311795,0.47994094013880395,0.9542271979037618
Mogibacterium timidum,0.3667257072174894,-0.20060645854632497,0.9542271979037618
Mogibacterium diversum,0.27253592173727037,0.4890742979772693,0.9542271979037618
Eubacterium sp. CAG:274,0.3996620357841122,-0.1703269628393575,0.9542271979037618
Odoribacter splanchnicus,0.47894162040380384,0.20554473254892347,0.9542271979037618
Parabacteroides johnsonii,0.2415739290970833,-0.3680100131225661,0.9542271979037618
Phascolarctobacterium faecium,0.2638343736190213,-0.29848251912868495,0.9542271979037618
Faecalitalea cylindroides,0.29669194386566344,-0.4613726170966514,0.9542271979037618
Faecalibacterium prausnitzii,0.4343166197899907,-0.266495893431725,0.9542271979037618
Dialister pneumosintes,0.4747840467028416,-0.09188004882925371,0.9542271979037618
Dorea formicigenerans,0.30929148697724773,-0.1881885723435639,0.9542271979037618
Anaerotruncus colihominis,0.29669194386566344,-0.38180406050866855,0.9542271979037618
Bacteroides eggerthii,0.3061089345724487,-0.48241002823710355,0.9542271979037618
Bacteroides caccae,0.403428356119939,-0.7648785137933825,0.9542271979037618
Bacteroides nordii,0.2553263832306145,0.6696446608391753,0.9542271979037618
Bacteroides faecis CAG:32,0.45835358037696083,0.2953406017677298,0.9542271979037618
Ruminococcaceae bacterium D5,0.46243104662674817,0.1634842805018124,0.9542271979037618
Blautia obeum,0.4502594532767137,0.09496498170262502,0.9542271979037618
Roseburia inulinivorans,0.47894162040380384,-0.1973438035888755,0.9542271979037618
Clostridium sp. CAG:242,0.3124958284072358,-0.5850747122346505,0.9542271979037618
Clostridium perfringens,0.4747840467028416,-0.10486551397266641,0.9542271979037618
Clostridium sp. CAG:253,0.44624295285488425,-0.04187490877158018,0.9542271979037618
Coprobacter secundus,0.4110244764263946,-0.3425961365268354,0.9542271979037618
Roseburia sp. CAG:471,0.4148541692858667,0.4992714293081061,0.9542271979037618
Christensenella minuta,0.37029943104588414,0.38699689491910116,0.9542271979037618
Dorea sp. CAG:317,0.44624295285488425,0.6349693771931388,0.9542271979037618
Eisenbergiella massiliensis,0.35964303483273197,0.3949673250270107,0.9542271979037618
Firmicutes bacterium CAG:238,0.338915018763724,-0.06806758567237059,0.9542271979037618
Firmicutes bacterium CAG:83,0.4303824728464013,-0.3733152766208798,0.9542271979037618
Hafnia alvei,0.39219312605192247,-0.49993585552857867,0.9542271979037618
Fretibacterium fastidiosum,0.4502594532767137,-0.11793236260149653,0.9542271979037618
Holdemania filiformis,0.4148541692858667,-0.2608313729992304,0.9542271979037618
Hungatella hathewayi,0.3996620357841122,-0.3858818374162525,0.9542271979037618
Acidaminococcus fermentans,0.26671334101648525,-0.1174776402849167,0.9542271979037618
[Eubacterium] brachy,0.40721585381912084,0.2330957700014995,0.9542271979037618
Lachnoclostridium sp. An138,0.4303824728464013,-0.07096168031727146,0.9542271979037618
Harryflintia acetispora,0.4706463667036844,-0.41053379008345825,0.9542271979037618
Fusobacterium nucleatum,0.4747840467028416,-0.09188004882925371,0.9542271979037618
Parabacteroides goldsteinii,0.30294816538485647,0.943935043813831,0.9542271979037618
Bilophila wadsworthia,0.4422469310827505,-0.43465137153852174,0.9542271979037618
Bacteroides galacturonicus,0.3321795269396747,-0.4831712052996405,0.9542271979037618
Bifidobacterium catenulatum,0.27547959240488373,1.1695155070547525,0.9542271979037618
Bacteroides xylanisolvens,0.3959169430714621,0.47999749294601823,0.9542271979037618
Blautia sp. CAG:257,0.403428356119939,0.8870630268557153,0.9542271979037618
Blautia producta,0.46652867066821846,0.7119925231897597,0.9542271979037618
Bacteroides intestinalis,0.4502594532767137,0.8103817604518699,0.9542271979037618
Bacteroides salyersiae,0.3738947062816854,-0.07624195159145963,0.9542271979037618
Bacteroides finegoldii,0.2935964703972225,-0.6495686323757441,0.9542271979037618
Adlercreutzia caecimuris,0.29980917169091015,0.3612938306281337,0.9542271979037618
Slackia isoflavoniconvertens,0.35964303483273197,-0.8247000048505582,0.9542271979037618
Ruminococcus sp. CAG:403,0.2814318246388333,-0.6448869533361108,0.9542271979037618
Streptococcus australis,0.4110244764263946,0.32089747689011716,0.9542271979037618
Allisonella histaminiformans,0.338915018763724,-0.24520583718313782,0.9542271979037618
Actinomyces sp. HPA0247,0.47894162040380384,-0.08773266704003735,0.9542271979037618
Adlercreutzia equolifaciens,0.38849063061145317,-0.5577191265796513,0.9542271979037618
Alistipes inops,0.30929148697724773,-0.37079874383787087,0.9542271979037618
Actinomyces sp. oral taxon 448,0.32553113271963663,0.4752832926745385,0.9542271979037618
[Clostridium] leptum,0.4502594532767137,0.18221515315054537,0.9542271979037618
[Bacteroides] pectinophilus,0.3124958284072358,-0.5990835705729183,0.9542271979037618
Actinomyces naeslundii,0.3959169430714621,0.29559196697193335,0.9542271979037618
Turicimonas muris,0.4422469310827505,0.3562784848623741,0.9542271979037618
Lacrimispora saccharolytica,0.44624295285488425,-0.3074090775154199,0.9542271979037618
Clostridium bolteae CAG:59,0.5752306190209509,-0.25795110396692844,0.9580306887337218
Rothia dentocariosa,0.5661121248473532,0.018376721342871605,0.9580306887337218
Propionibacterium freudenreichii,0.5085936101878457,0.02332214216183992,0.9580306887337218
Roseburia intestinalis,0.4957689689750334,0.10789423782866425,0.9580306887337218
Roseburia hominis,0.5844179524330435,-0.4008750514652446,0.9580306887337218
Prevotella sp. CAG:1185,0.626581297776034,0.1723655042634702,0.9580306887337218
Proteobacteria bacterium CAG:139,0.5525658857044231,0.501173604698623,0.9580306887337218
Cloacibacillus porcorum,0.6029945132352514,-0.48523895569354636,0.9580306887337218
Rothia mucilaginosa,0.5844179524330435,-0.2836557156719085,0.9580306887337218
Coprococcus eutactus,0.6313458944911883,0.7451961486813344,0.9580306887337218
Clostridium paraputrificum,0.5890370764878677,-0.355665290284535,0.9580306887337218
Dielma fastidiosa,0.5936729773823655,-0.04734687421563888,0.9580306887337218
Parabacteroides merdae,0.5983255065111142,-0.531168972495395,0.9580306887337218
Alistipes putredinis,0.5844179524330435,-0.07870970316574244,0.9580306887337218
Streptococcus milleri,0.6029945132352514,0.23838638413423796,0.9580306887337218
Streptococcus infantis,0.5215900619448173,0.26696247227698744,0.9580306887337218
Solobacterium moorei,0.5480860781408685,0.2283331019388548,0.9580306887337218
Ruminococcus obeum CAG:39,0.5615790420340738,-0.04518010685882534,0.9580306887337218
Sellimonas intestinalis,0.5615790420340738,0.5575216545209062,0.9580306887337218
Actinomyces sp. S6-Spd3,0.5525658857044231,-0.16531500772127816,0.9580306887337218
Alistipes onderdonkii,0.6123813468263,-0.065637825607473,0.9580306887337218
Actinomyces sp. ICM47,0.626581297776034,-0.19660594901902984,0.9580306887337218
[Clostridium] innocuum,0.570662696594844,0.3020128299592275,0.9580306887337218
Bacteroides fragilis,0.5085936101878457,0.3575011344380403,0.9580306887337218
Alloscardovia omnicolens,0.607679844895616,-0.01757570173676193,0.9580306887337218
Bacteroides uniformis,0.6123813468263,0.18767188150848124,0.9580306887337218
Bifidobacterium animalis,0.5259598731195352,0.7442143282989326,0.9580306887337218
Butyricimonas virosa,0.5525658857044231,0.3604932653742705,0.9580306887337218
Butyricimonas synergistica,0.6123813468263,-0.3163281747366672,0.9580306887337218
Firmicutes bacterium CAG:170,0.6313458944911883,-0.15801956617362034,0.9580306887337218
Paraprevotella clara,0.570662696594844,-0.09969703991608592,0.9580306887337218
Clostridium disporicum,0.5798157517771472,-0.1287767393716971,0.9580306887337218
Lancefieldella parvula,0.5661121248473532,-0.08676172251970637,0.9580306887337218
Intestinimonas butyriciproducens,0.5798157517771472,-0.3440403535781176,0.9580306887337218
Fusicatenibacter saccharivorans,0.570662696594844,0.02089788891403188,0.9580306887337218
Gemella morbillorum,0.6170988623686102,0.36508369814629993,0.9580306887337218
[Eubacterium] infirmum,0.5890370764878677,-0.0635783197544999,0.9580306887337218
Turicibacter sanguinis,0.5480860781408685,0.33251931911063703,0.9580306887337218
[Clostridium] symbiosum,0.5480860781408685,-0.04376147054066193,0.9580306887337218
Streptococcus oralis,0.5172390050147045,0.3010483226213091,0.9580306887337218
Actinomyces graevenitzii,0.6170988623686102,-0.19408758629542455,0.9580306887337218
Lachnoclostridium sp. An131,0.6361258585488108,0.03124529733865522,0.9597043299493618
Veillonella infantium,0.7806249779459078,0.011659667334883217,0.9804006358349451
Veillonella dispar,0.7499006184142896,-0.10201263133432947,0.9804006358349451
Tractidigestivibacter scatoligenes,0.6748984326596812,-0.24239873885133978,0.9804006358349451
Streptococcus vestibularis,0.7652166178623797,0.15919018493952797,0.9804006358349451
Streptococcus sp. F0442,0.9278120959817296,-0.0723421440726808,0.9804006358349451
Streptococcus mutans,0.9171536215328074,0.2978592307572365,0.9804006358349451
[Ruminococcus] gnavus,0.7909457067375132,0.136170515057779,0.9804006358349451
[Eubacterium] siraeum,0.6847331680706136,-0.15292272716243893,0.9804006358349451
[Eubacterium] rectale,0.6651189066568526,-0.4801270214879345,0.9804006358349451
[Clostridium] spiroforme,0.9171536215328074,0.12707339907241455,0.9804006358349451
[Clostridium] scindens,0.8483201386027339,0.23853629616372563,0.9804006358349451
Veillonella parvula,0.7652166178623797,0.14167881172335828,0.9804006358349451
Leuconostoc mesenteroides,0.8958831769375722,0.2684865680860289,0.9804006358349451
Latilactobacillus sakei,0.9278120959817296,0.36606103448084504,0.9804006358349451
Lactonifactor longoviformis,0.7095518345545919,-0.06992597648216403,0.9804006358349451
Lactococcus lactis,0.8483201386027339,0.5141013465246858,0.9804006358349451
Eubacterium sp. CAG:38,0.8325789693401708,-0.19867221006275404,0.9804006358349451
Lactobacillus rogosae,0.7499006184142896,-0.16187754535674975,0.9804006358349451
Lactobacillus paragasseri,0.7095518345545919,-0.1867355748629429,0.9804006358349451
Lactobacillus gasseri,0.796119973946309,0.01581925684033103,0.9804006358349451
Holdemanella biformis,0.8852749853711999,0.6167843091488223,0.9804006358349451
Haemophilus sp. HMSC71H05,0.7448167837351426,-0.010867599710235432,0.9804006358349451
Gemella haemolysans,0.8958831769375722,0.1886791076132377,0.9804006358349451
Firmicutes bacterium CAG:95,0.6847331680706136,0.19368029070641257,0.9804006358349451
Oscillibacter sp. PC13,0.7703427561178842,-0.022109825536473338,0.9804006358349451
Firmicutes bacterium CAG:145,0.6602502988461099,-0.250150574936345,0.9804006358349451
Faecalicoccus pleomorphus,0.8852749853711999,0.05263066213821066,0.9804006358349451
Eubacterium ventriosum,0.7145537957894417,0.1943004105652304,0.9804006358349451
Eubacterium ramulus,0.6946216430492973,-0.2972709195854586,0.9804006358349451
Eubacterium sp. CAG:251,0.7806249779459078,0.5525961430936429,0.9804006358349451
Massilimicrobiota timonensis,0.8013032206788449,0.20892279034307526,0.9804006358349451
Methanobrevibacter smithii,0.9171536215328074,0.22525708535748779,0.9804006358349451
Roseburia sp. CAG:309,0.7245943993253825,0.25805732735723086,0.9804006358349451
Coprobacter fastidiosus,0.7346825953736918,-0.02140510320599931,0.9804006358349451
Coprobacillus cateniformis,0.8273464683627715,0.013152064875484815,0.9804006358349451
Collinsella intestinalis,0.8588483705020232,-0.1412142845388231,0.9804006358349451
Eubacteriaceae bacterium CHKCI005,0.8430660307132396,0.2702611351957396,0.9804006358349451
Eubacterium limosum,0.6995855660290669,0.15095290202630895,0.9804006358349451
Enterocloster lavalensis,0.6896707810587283,-0.15609412097692643,0.9804006358349451
Enterococcus faecalis,0.719568049435303,-0.07055902250556423,0.9804006358349451
Phascolarctobacterium succinatutens,0.9224811186733424,0.540498254789131,0.9804006358349451
Enterocloster asparagiformis,0.6748984326596812,0.1886536852038605,0.9804006358349451
Enterocloster clostridioformis,0.8273464683627715,0.15717376687495754,0.9804006358349451
Enterocloster bolteae,0.8641220365136567,0.1657283560470566,0.9804006358349451
Eisenbergiella tayi,0.8746873173140265,0.025561268557039662,0.9804006358349451
Enorma massiliensis,0.7346825953736918,0.2197732136144398,0.9804006358349451
Paraprevotella xylaniphila,0.9171536215328074,0.31574845698641596,0.9804006358349451
Peptostreptococcus stomatis,0.719568049435303,0.030517655768052432,0.9804006358349451
Clostridium sp. CAG:167,0.8273464683627715,0.08974195030111032,0.9804006358349451
Dialister invisus,0.8430660307132396,0.47440331811304826,0.9804006358349451
Desulfovibrionaceae bacterium,0.7448167837351426,-0.15518724943134043,0.9804006358349451
Coprococcus comes,0.9118298420593866,0.06834408269872672,0.9804006358349451
Dorea longicatena,0.6946216430492973,-0.7275132887139524,0.9804006358349451
Barnesiella intestinihominis,0.9278120959817296,-0.10082383107425397,0.9804006358349451
Bifidobacterium adolescentis,0.8325789693401708,0.4040867897462026,0.9804006358349451
Bacteroides sp. CAG:144,0.8221216205672066,-0.21870908462606864,0.9804006358349451
Bifidobacterium bifidum,0.9224811186733424,0.02994874504001277,0.9804006358349451
Bifidobacterium dentium,0.6896707810587283,0.19082200519148662,0.9804006358349451
Blautia hydrogenotrophica,0.8905766326417814,0.2486047466780752,0.9804006358349451
Blautia coccoides,0.7549953403083147,0.3570550505171277,0.9804006358349451
Butyrivibrio sp. CAG:318,0.8905766326417814,0.5988882462621885,0.9804006358349451
Christensenella hongkongensis,0.8588483705020232,0.1330877018836878,0.9804006358349451
Prevotella sp. CAG:279,0.796119973946309,0.5338022551821733,0.9804006358349451
Roseburia sp. CAG:303,0.8013032206788449,-0.06371482204788259,0.9804006358349451
Akkermansia muciniphila,0.8013032206788449,-0.18517087091829776,0.9804006358349451
Actinomyces sp. HMSC035G02,0.6602502988461099,0.07855906907547605,0.9804006358349451
Ruthenibacterium lactatiformans,0.9118298420593866,0.01750047237534602,0.9804006358349451
Alistipes finegoldii,0.8905766326417814,0.009802198165743015,0.9804006358349451
Victivallis vadensis,0.7346825953736918,-0.018016893250905497,0.9804006358349451
Bacteroides clarus,0.8958831769375722,0.729764054666213,0.9804006358349451
Sanguibacteroides justesenii,0.8694017624797096,0.13588742571072232,0.9804006358349451
Alistipes shahii,0.7095518345545919,0.31220297844020806,0.9804006358349451
Anaeromassilibacillus sp. An250,0.8535809947202131,-0.04907536816948077,0.9804006358349451
Bacteroides thetaiotaomicron,0.8483201386027339,-0.24885989943763498,0.9804006358349451
Mitsuokella multacida,0.9705565606700777,0.030500362892270427,0.9834440751672229
Haemophilus parainfluenzae,0.9384835387933211,0.1469186825156042,0.9834440751672229
Lancefieldella rimae,0.9652063415227173,0.09352057128754998,0.9834440751672229
Escherichia coli,0.9759081052425699,-0.0916492503453199,0.9834440751672229
Denitrobacterium detoxificans,0.9598576883636586,-0.04418988837378457,0.9834440751672229
Mitsuokella jalaludinii,0.9491660411735126,0.015443235931007049,0.9834440751672229
Enterococcus faecium,0.954510841544629,0.2685799634157038,0.9834440751672229
Roseburia faecis,0.9438235270820035,-0.18499878945568682,0.9834440751672229
Collinsella aerofaciens,0.9598576883636586,-0.0852408191511751,0.9834440751672229
Coprococcus catus,0.9652063415227173,-0.30388591139511467,0.9834440751672229
Bacteroides faecis,0.9438235270820035,0.8768435958786474,0.9834440751672229
[Clostridium] methylpentosum,0.9759081052425699,-0.007277207936543295,0.9834440751672229
Megasphaera elsdenii,0.9919682833892098,0.4902306977849267,0.9957835460176299
Enterocloster aldenensis,0.9973227209381965,0.282957524049839,0.9973227209381965
