FeatureID,W,pvalue,qvalue,Signif
Bifidobacterium longum,9.804802885717727,0.014857443963923281,0.29829175958338283,False
Bifidobacterium pseudocatenulatum,3.7784658456266564,0.30237547406346205,0.849799900764802,False
Bilophila wadsworthia,7.216319844926923,0.05420334037484004,0.5477579420682409,False
Blautia coccoides,1.1178993926326508,0.8563813559915624,0.9735807435334782,False
Blautia hydrogenotrophica,0.27962229515683223,0.26095513737861087,0.8435798819590828,False
Blautia obeum,0.8913480795332863,0.7192150389462764,0.954962374990461,False
Blautia producta,4.338731704192609,0.22850009073999994,0.8002799334385448,False
Blautia sp. CAG:257,3.5274642674538073,0.34280793217235594,0.849799900764802,False
Blautia wexlerae,10.739873931492113,0.009308849378449072,0.28699274073391323,False
Butyricimonas synergistica,0.9494047185504881,0.7558596353338531,0.954962374990461,False
Butyricimonas virosa,1.2634573499838495,0.9366561636042573,0.9735807435334782,False
Butyrivibrio crossotus,1.5081918748537073,0.9408714517417571,0.9735807435334782,False
Butyrivibrio sp. CAG:318,0.9331335466630865,0.7456965391558643,0.954962374990461,False
Catenibacterium mitsuokai,0.10459161601178361,0.10190382141195187,0.610343952674668,False
Christensenella hongkongensis,0.14824170637806072,0.14288106462578976,0.6796845150887096,False
Christensenella minuta,1.8702837880894476,0.7850603277742322,0.96275830948919,False
Cloacibacillus porcorum,3.133916956297141,0.4173578391990574,0.849799900764802,False
Clostridium bolteae CAG:59,3.283868107853244,0.3872104739841496,0.849799900764802,False
Clostridium disporicum,0.43082363364112375,0.3875812775433534,0.849799900764802,False
Clostridium paraputrificum,0.9094918742086089,0.7307816437719463,0.954962374990461,False
Clostridium perfringens,0.24429628314704271,0.22996549811452432,0.8002799334385448,False
Clostridium sp. CAG:167,0.784414977056335,0.6488721446948564,0.9522353603769609,False
Clostridium sp. CAG:242,1.7623310543407422,0.8285995051009081,0.9654663876398973,False
Clostridium sp. CAG:253,1.90378558319969,0.7720193912758133,0.954962374990461,False
Clostridium sp. CAG:299,1.4785172726545999,0.9549355231876935,0.9735807435334782,False
Clostridium sp. CAG:58,8.987775640791277,0.022354209305573206,0.3889632419169738,False
Collinsella aerofaciens,0.19611275873589812,0.18680442219459875,0.7722203013345152,False
Collinsella intestinalis,0.5694398209673064,0.49555016974254845,0.8798543830122799,False
Coprobacillus cateniformis,0.07721957211306194,0.07574785817169646,0.5491719717447994,False
Coprobacter fastidiosus,0.09001188829593496,0.08801640148099918,0.5871748027022071,False
Coprobacter secundus,0.9503395672192391,0.7564410409235313,0.954962374990461,False
Coprococcus catus,0.2496851762621286,0.23472834198918371,0.8061065428839072,False
Coprococcus comes,2.9004421198626718,0.4690368794660538,0.8798543830122799,False
Coprococcus eutactus,2.5294699954593627,0.5646282002118926,0.9327086092107847,False
Denitrobacterium detoxificans,0.4193595026036073,0.37831224781875483,0.849799900764802,False
Desulfovibrio piger,10.986912606461786,0.008227203440794752,0.28699274073391323,False
Desulfovibrionaceae bacterium,0.5670950098478459,0.49378531003370724,0.8798543830122799,False
Dialister invisus,0.8768436620541203,0.7098927563469144,0.954962374990461,False
Dialister pneumosintes,13.569406458562993,0.002261886569349931,0.196784131533444,False
Dielma fastidiosa,0.3066403620210782,0.28428998209768397,0.849799900764802,False
Dorea formicigenerans,3.6159705140667127,0.3279683803970452,0.849799900764802,False
Dorea longicatena,2.950941727901329,0.4573420574951814,0.8798543830122799,False
Dorea sp. CAG:317,2.4461941602897097,0.5886344597703873,0.9522353603769609,False
Eggerthella lenta,3.528820254152961,0.34257558944647254,0.849799900764802,False
Eisenbergiella massiliensis,0.7443325113864729,0.6215207140331536,0.9522353603769609,False
Eisenbergiella tayi,2.355965422243014,0.6157984684643064,0.9522353603769609,False
Enorma massiliensis,0.12598135416170142,0.1220955451519414,0.6248419075422883,False
Enterocloster aldenensis,2.66538886392832,0.5275312089982999,0.9109356528113296,False
Enterocloster asparagiformis,0.09674919672134917,0.09444637682249447,0.6012318134310014,False
Enterocloster bolteae,0.15125077222840985,0.1456730603586039,0.6796845150887096,False
Enterocloster citroniae,2.4027158111284352,0.6015709923548488,0.9522353603769609,False
Enterocloster clostridioformis,0.6164589124463511,0.5305065870778625,0.9109356528113296,False
Enterocloster lavalensis,1.7706580343027738,0.8251568111471936,0.9654663876398973,False
Enterococcus durans,0.8747880634037982,0.708566103342758,0.954962374990461,False
Enterococcus faecalis,1.0521194357618215,0.8181423707774576,0.9654663876398973,False
Enterococcus faecium,1.7027862478378277,0.853639809106824,0.9735807435334782,False
Erysipelatoclostridium ramosum,2.4078776049843302,0.6000204014471039,0.9522353603769609,False
Escherichia coli,5.201485713832776,0.14843684812282165,0.6796845150887096,False
Eubacteriaceae bacterium CHKCI005,0.9217893331389198,0.7385617805864921,0.954962374990461,False
Eubacterium limosum,3.0532832972909194,0.4345281852741918,0.8525122730705593,False
Eubacterium ramulus,2.839354342228857,0.4835841235212574,0.8798543830122799,False
Eubacterium sp. CAG:180,4.402264559614978,0.22135553836945504,0.8002799334385448,False
Eubacterium sp. CAG:251,0.4585899763861491,0.40981208884268994,0.849799900764802,False
Eubacterium sp. CAG:274,3.8064464222327556,0.29817460818667024,0.849799900764802,False
Eubacterium sp. CAG:38,2.544979783950795,0.5602665023427207,0.9327086092107847,False
Eubacterium sp. OM08-24,0.8038299219915339,0.6619247248684178,0.954962374990461,False
Eubacterium ventriosum,7.79890817640266,0.04050592952176667,0.5034308383419571,False
Faecalibacterium prausnitzii,3.379641693309817,0.3691051684885725,0.849799900764802,False
Faecalicoccus pleomorphus,0.2275030788166645,0.21504065126988164,0.8002799334385448,False
Faecalitalea cylindroides,0.3038691577013131,0.2819110428400686,0.849799900764802,False
Firmicutes bacterium CAG:110,1.502116048568098,0.943734083502435,0.9735807435334782,False
Firmicutes bacterium CAG:145,0.6889540925325969,0.5828183663898414,0.9507224601734289,False
Firmicutes bacterium CAG:170,0.3156947912939454,0.29203981379037613,0.849799900764802,False
Firmicutes bacterium CAG:238,0.4186362820664377,0.37772572283479067,0.849799900764802,False
Firmicutes bacterium CAG:83,0.40996469099059213,0.37067660253349966,0.849799900764802,False
Firmicutes bacterium CAG:94,3.4528307240220792,0.3558421015648216,0.849799900764802,False
Firmicutes bacterium CAG:95,0.478535802544541,0.42559207764362955,0.849799900764802,False
Flavonifractor plautii,9.405251577931839,0.018142852301851555,0.3382346036273754,False
Fretibacterium fastidiosum,0.4107117766745422,0.3712851109668252,0.849799900764802,False
Fusicatenibacter saccharivorans,4.5729368164393325,0.20324945181404563,0.8002799334385448,False
Fusobacterium nucleatum,10.497758468300482,0.010506805871153832,0.28699274073391323,False
Gemella haemolysans,0.9524444341467456,0.7577491155347291,0.954962374990461,False
Gemella morbillorum,5.609520914405092,0.12104253373982525,0.6248419075422883,False
Gemella sanguinis,1.8686565950077476,0.7856993100429022,0.96275830948919,False
Gemmiger formicilis,3.244204175110016,0.39496627123907024,0.849799900764802,False
Gordonibacter pamelaeae,3.0503793236607204,0.4351595727422107,0.8525122730705593,False
Haemophilus parainfluenzae,0.054559115053881425,0.05382166181088791,0.5477579420682409,False
Haemophilus sp. HMSC71H05,0.4531163402624705,0.40545407301769504,0.849799900764802,False
Hafnia alvei,0.45662392951456565,0.408248128279709,0.849799900764802,False
Harryflintia acetispora,3.5017792077823424,0.3472388444314079,0.849799900764802,False
Holdemanella biformis,1.199018731022561,0.9018380638462369,0.9735807435334782,False
Holdemania filiformis,0.46811305686338855,0.4173658345648228,0.849799900764802,False
Hungatella hathewayi,5.726146689880824,0.11418604759715653,0.6208866338095387,False
Intestinibacter bartlettii,8.432567719199561,0.029506736698685733,0.4281453087887412,False
Intestinimonas butyriciproducens,5.751347336168076,0.11275629309985219,0.6208866338095387,False
Lachnoclostridium sp. An131,3.2590234759334153,0.39205052491548636,0.849799900764802,False
Lachnoclostridium sp. An138,1.236712821897473,0.9223413516435163,0.9735807435334782,False
Lachnospira eligens,10.28749455817402,0.011671560781970219,0.28699274073391323,False
Lachnospira pectinoschiza,1.6651727936789813,0.8698458940672023,0.9735807435334782,False
Lacrimispora saccharolytica,0.3650353700527,0.33366018166751815,0.849799900764802,False
Lactobacillus delbrueckii,0.360138955156231,0.32957563824831,0.849799900764802,False
Lactobacillus gasseri,0.1372052738291284,0.13260475331556712,0.6655738579877504,False
Lactobacillus paragasseri,3.349757936666718,0.37466170215011585,0.849799900764802,False
Lactobacillus rogosae,0.5606300041752925,0.4889085890155225,0.8798543830122799,False
Lactococcus lactis,1.2248231093637558,0.9159157451448741,0.9735807435334782,False
Lactonifactor longoviformis,0.10810125412644464,0.10523171597839105,0.610343952674668,False
Lancefieldella parvula,1.616850273822273,0.8911184174560609,0.9735807435334782,False
Lancefieldella rimae,0.479724973572736,0.4265279195409543,0.849799900764802,False
Latilactobacillus sakei,4.387713077131178,0.22297193710805285,0.8002799334385448,False
Lawsonibacter asaccharolyticus,7.030736833496998,0.059473690767716705,0.5477579420682409,False
Leuconostoc mesenteroides,1.5819877841169523,0.9067878932582103,0.9735807435334782,False
Leuconostoc pseudomesenteroides,0.6743071986379591,0.5724016151755938,0.9396026513259748,False
Massilimicrobiota timonensis,1.3032717321354679,0.957615044158784,0.9735807435334782,False
Megasphaera elsdenii,1.1504715069784812,0.8748555503860417,0.9735807435334782,False
Methanobrevibacter smithii,0.3639838159600487,0.3327838280765476,0.849799900764802,False
Mitsuokella jalaludinii,0.9580938223058267,0.7612531430206798,0.954962374990461,False
Mitsuokella multacida,0.7276038765022471,0.6099423205222508,0.9522353603769609,False
Mogibacterium diversum,0.2202544460174901,0.20855965633591914,0.8002799334385448,False
Mogibacterium timidum,5.223628195634252,0.14680253166776855,0.6796845150887096,False
Monoglobus pectinilyticus,2.8217003264463867,0.48787161943709767,0.8798543830122799,False
Odoribacter splanchnicus,0.29100877685972165,0.2708278082196243,0.849799900764802,False
Oscillibacter sp. 57_20,2.0144982287606403,0.7304445673591297,0.954962374990461,False
Oscillibacter sp. CAG:241,1.0883367960708057,0.8393516370803226,0.9735807435334782,False
Oscillibacter sp. PC13,2.0873348776132943,0.7043215652806328,0.954962374990461,False
Parabacteroides distasonis,2.3155348730574357,0.6283736810426521,0.9522353603769609,False
Parabacteroides goldsteinii,4.118640247206338,0.25508130460791534,0.842736968388176,False
Parabacteroides johnsonii,0.47287243983668786,0.4211275379927895,0.849799900764802,False
Parabacteroides merdae,3.2206493302080714,0.3996454561516102,0.849799900764802,False
Parabacteroides sp. CAG:409,6.615330054362037,0.07320307529862435,0.5491719717447994,False
Paraprevotella clara,0.08836606106018756,0.0864423565779607,0.5871748027022071,False
Paraprevotella xylaniphila,0.3932215811167389,0.3569793786655828,0.849799900764802,False
Parasutterella excrementihominis,3.579360047093666,0.33402720307593053,0.849799900764802,False
Parvimonas micra,12.707104948332969,0.0034811057423636917,0.2271421496892309,False
Peptostreptococcus stomatis,8.462447749487158,0.029069182279021003,0.4281453087887412,False
Phascolarctobacterium faecium,1.8046172567002836,0.8112642482497381,0.9654663876398973,False
Phascolarctobacterium sp. CAG:266,7.64283326567468,0.04379351848793209,0.5195503784250125,False
Phascolarctobacterium succinatutens,1.6665013113817397,0.8692682830955711,0.9735807435334782,False
Phocaeicola coprocola,1.3613375517585464,0.9874434151782611,0.991447105308284,False
Phocaeicola dorei,1.4841627979482788,0.9522437677433833,0.9735807435334782,False
Phocaeicola massiliensis,0.49396118600727934,0.4376882934538504,0.8525122730705593,False
Phocaeicola plebeius,1.3920821759893505,0.9971102758790431,0.9971102758790431,False
Phocaeicola vulgatus,1.1264833867831556,0.8612792454843977,0.9735807435334782,False
Prevotella copri,2.113374207134913,0.6952109717492759,0.954962374990461,False
Prevotella sp. CAG:1185,0.785221983194754,0.6494172189544024,0.9522353603769609,False
Prevotella sp. CAG:279,1.8392299723161032,0.7973450119455382,0.9654663876398973,False
Propionibacterium freudenreichii,0.7199088098477666,0.6045837251971249,0.9522353603769609,False
Proteobacteria bacterium CAG:139,4.457392317360293,0.21533744317016906,0.8002799334385448,False
Romboutsia ilealis,4.5881717049478175,0.20170709232187486,0.8002799334385448,False
Roseburia faecis,1.2656537090603595,0.9378232650867397,0.9735807435334782,False
Roseburia hominis,1.1888861057844147,0.8962603147916828,0.9735807435334782,False
Roseburia intestinalis,7.190875122254324,0.05489734015391444,0.5477579420682409,False
Roseburia inulinivorans,0.7849934125248554,0.649262858328484,0.9522353603769609,False
Roseburia sp. CAG:182,6.570458008159961,0.07486402405666995,0.5491719717447994,False
Roseburia sp. CAG:303,1.4266362611436016,0.9800311226537342,0.9914268333822659,False
Roseburia sp. CAG:309,0.7178772245504697,0.6031655514400804,0.9522353603769609,False
Roseburia sp. CAG:471,4.194592622215624,0.24557592063129544,0.8217348113431808,False
Rothia dentocariosa,0.1746261416334568,0.16721968859050246,0.7154809626577237,False
Rothia mucilaginosa,1.1167824363811514,0.8557424916153995,0.9735807435334782,False
Ruminococcaceae bacterium D16,0.4206832280093341,0.379385227335883,0.849799900764802,False
Ruminococcaceae bacterium D5,6.259889942007208,0.08744040613090506,0.5871748027022071,False
Ruminococcus bicirculans,11.902266253611817,0.005205778885904561,0.2717416578442181,False
Ruminococcus bromii,8.042857751425235,0.035854661404724354,0.4925298224543714,False
Ruminococcus callidus,1.8317518569774007,0.8003319115426204,0.9654663876398973,False
Ruminococcus obeum CAG:39,0.5842580481059952,0.5066556178285352,0.8907814887327091,False
Ruminococcus sp. CAG:403,1.1864969087745503,0.8949410011457398,0.9735807435334782,False
Ruthenibacterium lactatiformans,6.202441694601436,0.0899884755099168,0.5871748027022071,False
Sanguibacteroides justesenii,1.2379675992028383,0.9230172504031839,0.9735807435334782,False
Schaalia odontolytica,1.0380132520535412,0.8097771547194637,0.9654663876398973,False
Sellimonas intestinalis,0.4046347129813556,0.3663286825881645,0.849799900764802,False
Slackia isoflavoniconvertens,2.0900595229724175,0.7033627053251763,0.954962374990461,False
Solobacterium moorei,6.025375314396367,0.09831875499019,0.610343952674668,False
Streptococcus australis,2.067317216753283,0.711406396689341,0.954962374990461,False
Streptococcus gordonii,0.546591949265674,0.47826488639297904,0.8798543830122799,False
Streptococcus infantis,0.5395710948364683,0.4729135588091743,0.8798543830122799,False
Streptococcus milleri,2.738754812499308,0.5085304284336156,0.8907814887327091,False
Streptococcus mitis,0.9716301886610086,0.7696089001151819,0.954962374990461,False
Streptococcus mutans,0.9118676613700939,0.7322884449729469,0.954962374990461,False
Streptococcus oralis,2.615922474050797,0.540741433335219,0.9164513902629361,False
Streptococcus parasanguinis,1.143841213638759,0.8711193418930248,0.9735807435334782,False
Streptococcus salivarius,14.816700990497019,0.0012123395004363508,0.15821030480694379,False
Streptococcus sanguinis,6.984587118135753,0.06086199356313788,0.5477579420682409,False
Streptococcus sp. A12,2.5374413504236557,0.5623822530921425,0.9327086092107847,False
Streptococcus sp. F0442,0.43820918400941233,0.393524596962977,0.849799900764802,False
Streptococcus thermophilus,5.098698428567134,0.15626499394468596,0.6964769971199646,False
Streptococcus vestibularis,0.8284104375732445,0.6782693692585391,0.954962374990461,False
Tractidigestivibacter scatoligenes,3.730003227645565,0.3097919198201527,0.849799900764802,False
Turicibacter sanguinis,1.9636039224617068,0.74927082353112,0.954962374990461,False
Turicimonas muris,5.655612291130474,0.11828492279688124,0.6248419075422883,False
Veillonella atypica,2.008206625918329,0.732746018974141,0.954962374990461,False
Veillonella dispar,0.24382915257793394,0.2295520312185433,0.8002799334385448,False
Veillonella infantium,0.47450344709125336,0.4224145893437215,0.849799900764802,False
Veillonella parvula,0.9232529106038686,0.7394845491851603,0.954962374990461,False
Victivallis vadensis,0.0756446830099981,0.07423201956574159,0.5491719717447994,False
