FeatureID,Log2(FC),SE,W,pvalue,qvalue,Signif
Actinomyces sp. oral taxon 181,0.21689334703081087,0.11740867508177243,1.847336637431175,0.06469836617410166,0.3127087698414913,False
Actinomyces sp. oral taxon 448,-0.16620275753543112,0.11786968086510363,-1.4100552094108276,0.15852338147164668,0.4856072419876522,False
Actinomyces sp. S6-Spd3,-0.005223939284125231,0.12211177585929582,-0.04277997963230469,0.9658769233159564,0.9794862504790072,False
Adlercreutzia caecimuris,-0.09779990302602837,0.18218429713742298,-0.536818510501249,0.5913929842167984,0.81553828800206,False
Adlercreutzia equolifaciens,-0.07099228625646958,0.4125112126068389,-0.17209783416028443,0.8633606154505454,0.9405279416782631,False
Aeriscardovia aeriphila,-0.21590970587366554,0.10781057330891085,-2.0026765394801957,0.045212018522523725,0.25210446907992723,False
Agathobaculum butyriciproducens,-0.48656419593867656,0.36458732687420325,-1.3345614618869077,0.1820199182964909,0.49297544627258905,False
Akkermansia muciniphila,0.658253629987139,0.5988061671902167,1.0992766375067045,0.2716474194774806,0.5908331373635204,False
Alistipes finegoldii,0.680287802080195,0.4757896943092443,1.4298077705693961,0.15277219825291916,0.48040414149411925,False
Alistipes indistinctus,0.11849258533804552,0.38057295842229977,0.31135313930150854,0.7555321740101634,0.9046942052599947,False
Alistipes inops,0.6803738438402273,0.4177123316302304,1.6288095713738984,0.10335333786496737,0.41378732949540525,False
Alistipes onderdonkii,0.24403658942324735,0.29385560441722053,0.8304643020412181,0.40627632299102223,0.7164737858152487,False
Alistipes putredinis,0.2371005550004005,0.5106054012792363,0.46435183491280113,0.6423956922061369,0.8467943215444532,False
Alistipes shahii,-0.0013496991947371494,0.3595661792807398,-0.0037536878397101407,0.9970049974599738,0.9970049974599738,False
Allisonella histaminiformans,0.11444881217234248,0.21961906474049978,0.5211242125430884,0.6022802449369281,0.8195187262649573,False
Alloscardovia omnicolens,-0.12286806140071604,0.14997691963931026,-0.8192464660309723,0.4126458090302828,0.7207957408476963,False
Anaerobutyricum hallii,-1.4266703239412448,0.40601712287007724,-3.5138181214041304,0.00044171514460642793,0.010480695703843426,True
Anaeromassilibacillus sp. An250,0.3951488446785546,0.28270186140286496,1.3977581991066086,0.16218569081277578,0.4856072419876522,False
Anaerostipes hadrus,-1.5277234022480912,0.380767434829288,-4.012221798676207,6.014994490153774e-05,0.002616522603216892,True
Anaerotignum lactatifermentans,0.8654598513759199,0.3217121515281823,2.690168360955134,0.007141597911708342,0.07455828219823508,False
Anaerotruncus colihominis,0.5746531505577059,0.324526153201045,1.7707452693395298,0.07660307087163482,0.34290386554636837,False
Bacteroides caccae,-0.47025858552206723,0.5490193326740734,-0.8565428529294383,0.3916975801112019,0.7002264959522172,False
Bacteroides cellulosilyticus,0.7647967266333164,0.5449240953250373,1.4034922169795578,0.1604701112471414,0.4856072419876522,False
Bacteroides clarus,-0.5063109730007971,0.4513115697097722,-1.121865706492731,0.26191954365032644,0.5818299556669364,False
Bacteroides eggerthii,-0.5193552261508091,0.5222007421373183,-0.9945509154681345,0.31995473041272127,0.6273132854102205,False
Bacteroides faecis,-0.40822322692087104,0.4476667444164509,-0.9118908920809031,0.36182615658045636,0.6745473347678508,False
Bacteroides faecis CAG:32,-0.060581676635409365,0.3396464006207727,-0.17836690312243572,0.8584348399645568,0.9405279416782631,False
Bacteroides finegoldii,0.23341659037768958,0.46055512565892087,0.5068157477212702,0.6122841058301405,0.8195187262649573,False
Bacteroides fragilis,1.2440154543559987,0.5622608394521819,2.21252373821385,0.026930497852005335,0.18996918755063222,False
Bacteroides galacturonicus,0.03451095834548823,0.2961557731260546,0.11652975047965422,0.9072327092308243,0.9547892625372788,False
Bacteroides intestinalis,-0.12525054703836058,0.45194216275779714,-0.27713844239286944,0.7816738046583768,0.9107895670349836,False
Bacteroides nordii,0.7276896318871588,0.3408077410231093,2.1351910308804167,0.032745409241708066,0.20333142954367503,False
Bacteroides ovatus,-0.31688053194428656,0.48126738067280284,-0.6584292737673048,0.5102623299710487,0.7486395091270096,False
Bacteroides salyersiae,0.4966495377691573,0.4362867229007334,1.138355837342678,0.25497192694516924,0.5818299556669364,False
Bacteroides sp. CAG:144,0.4000459332505152,0.3803915400567769,1.0516688493934558,0.2929515076198177,0.6116827479101794,False
Bacteroides stercoris,-0.09307845064962839,0.5630208680449488,-0.16531971714092392,0.8686923403124222,0.9405279416782631,False
Bacteroides thetaiotaomicron,0.8075408147421007,0.4768625383093782,1.6934456994778346,0.09037066244039428,0.38666791634332637,False
Bacteroides uniformis,-0.08270362384161689,0.3150817166534775,-0.2624830939732793,0.7929490176191614,0.9198208604382272,False
Bacteroides xylanisolvens,-1.1590829006858596,0.46537255740914524,-2.490655888990935,0.012750754634791523,0.10735312773163184,False
Barnesiella intestinihominis,-0.3095051687159025,0.5103178048378062,-0.6064949444871363,0.5441861384125011,0.7890699006981265,False
Bifidobacterium adolescentis,-0.8670691515248589,0.5893990713931725,-1.471107087894375,0.14126215850114252,0.4741550007824933,False
Bifidobacterium animalis,-0.5343031759126475,0.3635991205963898,-1.469484235925164,0.14170149448672215,0.4741550007824933,False
Bifidobacterium bifidum,-0.0070101164693004946,0.5295399045479703,-0.013238126926967896,0.9894378114123369,0.9932433414562305,False
Bifidobacterium catenulatum,-0.9918200754895337,0.38406564631307605,-2.5824233044812313,0.009810916596544256,0.09265448563132288,False
Bifidobacterium dentium,0.5674057421480356,0.2933950164570751,1.9339310837648445,0.0531216017333757,0.27729476104822115,False
Bifidobacterium longum,-1.3293523249488255,0.5420167868562249,-2.452603604141598,0.0141826531089438,0.11567726441982287,False
Bifidobacterium pseudocatenulatum,-0.8656426670303398,0.46392472394845935,-1.8659119084295883,0.06205369123491661,0.3055851587228912,False
Bilophila wadsworthia,0.9479172835265268,0.33118167647857244,2.8622274444819937,0.004206749037781421,0.054192495676470956,False
Blautia coccoides,0.09110610641370531,0.22622338480436988,0.40272629857647435,0.6871495850455688,0.8791472632200659,False
Blautia hydrogenotrophica,-0.08777308966189046,0.2995470586861587,-0.29301936746390167,0.7695073480114593,0.908784696067832,False
Blautia obeum,-0.3855095966549576,0.36083584990131434,-1.0683794217242863,0.28534939568547846,0.6077791873160195,False
Blautia producta,-0.3114649111562049,0.2274479909041627,-1.3693895906402773,0.17087752634103792,0.4856072419876522,False
Blautia sp. CAG:257,-0.6832392168635417,0.38730983403436825,-1.7640636948116168,0.07772125601540264,0.34290386554636837,False
Blautia wexlerae,-1.3165596993825603,0.37333628618389575,-3.526471302428013,0.00042113680251997123,0.010480695703843426,True
Butyricimonas synergistica,0.28750585829809694,0.3573601483715165,0.8045269166364962,0.4210927306665425,0.7230605441050499,False
Butyricimonas virosa,0.5158097022683785,0.401869124303116,1.2835265788653152,0.19930765392548733,0.5198534110919986,False
Butyrivibrio crossotus,-0.5680405818054675,0.5235574225292421,-1.084963286474543,0.27793791613268826,0.5995189761209225,False
Butyrivibrio sp. CAG:318,-0.27121278978508256,0.48455064367516465,-0.5597202136148631,0.5756702925835153,0.8077954105607392,False
Catenibacterium mitsuokai,0.05379626070894045,0.38601519643304505,0.13936306447529065,0.889163257767919,0.9487685892591684,False
Christensenella hongkongensis,0.0710878427258056,0.16218087330944672,0.43832445389640695,0.6611511015834098,0.8585096393695024,False
Christensenella minuta,0.1610968464434287,0.22865152486934243,0.7045518132253162,0.4810891949788947,0.7445149935550597,False
Cloacibacillus porcorum,0.40772509322748907,0.3063467444328348,1.3309268031633383,0.18321309689057907,0.49297544627258905,False
Clostridium bolteae CAG:59,0.39991214909397577,0.220833101310219,1.8109248419791582,0.07015248656702358,0.332905436254421,False
Clostridium disporicum,0.27436920142399074,0.3724493335515555,0.736661813320205,0.461328034557144,0.7341866891427719,False
Clostridium paraputrificum,-0.13138404354930622,0.19648741967365213,-0.6686638959762576,0.5037099032281158,0.7486395091270096,False
Clostridium perfringens,0.13726997736020463,0.24110912583815503,0.5693271745025005,0.5691341285450549,0.807304388860105,False
Clostridium sp. CAG:167,-0.3328266551064698,0.3334209647648145,-0.998217539623629,0.3181738831008165,0.6273132854102205,False
Clostridium sp. CAG:242,0.40452931905434997,0.36785561942204703,1.0996959070243986,0.2714646386865821,0.5908331373635204,False
Clostridium sp. CAG:253,-0.5528151250820807,0.35471303814988975,-1.5584854956712353,0.11911820364680255,0.43180348821965925,False
Clostridium sp. CAG:299,-0.02308913803493395,0.22842079821745168,-0.1010815924605674,0.9194856902837525,0.9605801002143762,False
Clostridium sp. CAG:58,0.6097049522770217,0.4245577698709658,1.4360942032984745,0.15097553734233365,0.48040414149411925,False
Collinsella aerofaciens,0.07229585791563475,0.5256474875191413,0.1375367706156916,0.8906065301474952,0.9487685892591684,False
Collinsella intestinalis,0.1003795517930195,0.2808206980151296,0.35745068829510357,0.7207544359459132,0.8959234051360409,False
Coprobacillus cateniformis,-0.09816573967460762,0.32012504326510155,-0.3066481106050636,0.759111229700915,0.9046942052599947,False
Coprobacter fastidiosus,0.15795486117937585,0.4536902405905943,0.34815573941761907,0.7277232256277419,0.8959234051360409,False
Coprobacter secundus,0.3339786949575777,0.3244674877710028,1.0293132826709823,0.30333248360334886,0.613964618188216,False
Coprococcus catus,-0.09606941561318916,0.4052492030536777,-0.23706256518032978,0.8126082532945972,0.9302226057451309,False
Coprococcus comes,-0.9317153465282296,0.4658257890373517,-2.000136893351607,0.04548548391105363,0.25210446907992723,False
Coprococcus eutactus,-0.9684735693668021,0.5984521473254519,-1.6182974256087415,0.10559851523929685,0.41378732949540525,False
Denitrobacterium detoxificans,0.020648401958804578,0.07326244111906564,0.28184157725848813,0.7780649886466136,0.9107895670349836,False
Desulfovibrio piger,1.2322498338976156,0.44486576192550364,2.7699363254301548,0.005606725227076577,0.06651614928486302,False
Desulfovibrionaceae bacterium,0.18545390682663787,0.28125595016241284,0.6593777188342023,0.5096532463364205,0.7486395091270096,False
Dialister invisus,-0.30187871606911254,0.38353097103881356,-0.7871038817320498,0.4312210572494818,0.725334033736208,False
Dialister pneumosintes,1.4520984938074677,0.3055943760920535,4.751718642132523,2.0169490208025363e-06,0.000263211847214731,True
Dielma fastidiosa,0.14732217017807603,0.2631793307486854,0.5597786488740508,0.5756304287934286,0.8077954105607392,False
Dorea formicigenerans,-1.0863608996961007,0.4273032041090815,-2.542365442733202,0.011010498651636134,0.09909448786472522,False
Dorea longicatena,-0.35011579362794776,0.44520329632843303,-0.7864177927596974,0.431622762916556,0.725334033736208,False
Dorea sp. CAG:317,-0.4316702119875587,0.3141995957145817,-1.3738725888740069,0.16948124078928528,0.4856072419876522,False
Eggerthella lenta,-0.57927250160864,0.4299953011392636,-1.3471600737818985,0.1779286837658468,0.4888356469777475,False
Eisenbergiella massiliensis,0.16607030359480424,0.3112840076832693,0.5335009171553083,0.5936868763233387,0.81553828800206,False
Eisenbergiella tayi,0.5779811681370369,0.3288609728590897,1.75752435174085,0.07882847483824561,0.34290386554636837,False
Enorma massiliensis,0.16453556830317928,0.3980244056450685,0.41338060171591856,0.6793277846532344,0.8734214374113014,False
Enterocloster aldenensis,0.18869454439817324,0.21195364777611025,0.8902632550938404,0.3733245465471322,0.6767004835249194,False
Enterocloster asparagiformis,-0.09204091281386562,0.2636885089155403,-0.34905166399703225,0.7270505235308042,0.8959234051360409,False
Enterocloster bolteae,0.075709203029937,0.3767616161944263,0.20094722969568,0.8407398368962542,0.9405279416782631,False
Enterocloster citroniae,0.377638468341014,0.3003166399316059,1.2574676795365631,0.2085843353778042,0.5285486556660863,False
Enterocloster clostridioformis,0.22492736652004208,0.3288138466414087,0.6840568571473175,0.49393926343180694,0.7465603198429984,False
Enterocloster lavalensis,0.4393835939147163,0.2797020408504711,1.5708987770654526,0.11620616272095051,0.4271804009882828,False
Enterococcus durans,-0.10444455049275292,0.2914983026783937,-0.3583024310367434,0.7201169990152649,0.8959234051360409,False
Enterococcus faecalis,-0.5097563887218285,0.4276545931769031,-1.1919815590778966,0.23326847614340418,0.5520942249100147,False
Enterococcus faecium,-0.5501851482338432,0.37862814596232897,-1.4531015565033643,0.14619555897559994,0.47696301115789486,False
Erysipelatoclostridium ramosum,-0.06586878658472617,0.4090164214710043,-0.16104191207735088,0.8720603903683514,0.9405279416782631,False
Escherichia coli,1.4552108157864263,0.5322742147005773,2.7339494861779707,0.006257964411896467,0.07101429180456426,False
Eubacteriaceae bacterium CHKCI005,-0.11699021283378097,0.13980055018866813,-0.836836569497735,0.40268443857544645,0.7149703297155886,False
Eubacterium limosum,0.4792829345205275,0.22319616795876954,2.147361842740348,0.03176448593437156,0.20220806899685312,False
Eubacterium ramulus,-0.8955282672929196,0.42121682026303814,-2.1260505853818636,0.03349904777922615,0.20333142954367503,False
Eubacterium sp. CAG:180,0.4942795339785737,0.6897080406007181,0.7166503866593593,0.47358984599897336,0.7445149935550597,False
Eubacterium sp. CAG:251,-0.1715751593578041,0.5774140079853378,-0.2971440889639118,0.7663565054736692,0.908784696067832,False
Eubacterium sp. CAG:274,-0.9198339125901795,0.419947872792297,-2.190352594178093,0.028498675244497503,0.19538519291766024,False
Eubacterium sp. CAG:38,-0.8591074305379921,0.48199203042276695,-1.7824100323493899,0.07468239068720872,0.34290386554636837,False
Eubacterium sp. OM08-24,-0.1038439635443732,0.2617295813221767,-0.3967605152607729,0.6915440701580925,0.8804536698110349,False
Eubacterium ventriosum,-1.577788438390774,0.485438361117657,-3.2502343546936157,0.0011530994130054834,0.023150688214956246,True
Faecalibacterium prausnitzii,-0.43109624896883575,0.2914165208995775,-1.4793130040743026,0.13905667890948334,0.4741550007824933,False
Faecalicoccus pleomorphus,0.13335334921938635,0.25976819418718816,0.513355184365998,0.6077028884808346,0.8195187262649573,False
Faecalitalea cylindroides,0.01733066953243201,0.4351040490128373,0.039831092291031954,0.9682277878298232,0.9794862504790072,False
Firmicutes bacterium CAG:110,-0.2165893615538227,0.44227213080082173,-0.48971966911332293,0.6243322815280838,0.8313812524430096,False
Firmicutes bacterium CAG:145,-0.36481289661196503,0.3719168357288851,-0.9808991192802613,0.3266424918488058,0.6311264707031591,False
Firmicutes bacterium CAG:170,0.1413834678696826,0.31728389556578973,0.44560555970722543,0.6558821938279579,0.8585096393695024,False
Firmicutes bacterium CAG:238,-0.23083900458031192,0.32507524464176246,-0.7101094543040328,0.47763626395203596,0.7445149935550597,False
Firmicutes bacterium CAG:83,-0.04430462980477201,0.44166413624353945,-0.1003129440882242,0.9200958814313949,0.9605801002143762,False
Firmicutes bacterium CAG:94,0.3504946429805641,0.3422593012921918,1.0240617030925967,0.30580613166462867,0.613964618188216,False
Firmicutes bacterium CAG:95,-0.06162168527706813,0.3472502189407028,-0.17745614521150463,0.8591501095260281,0.9405279416782631,False
Flavonifractor plautii,1.2712793953054229,0.4459306608335008,2.850845449669778,0.00436031574408387,0.054192495676470956,False
Fretibacterium fastidiosum,0.0984008816402373,0.1304163985671817,0.7545131035768314,0.4505411801261269,0.7257453021828322,False
Fusicatenibacter saccharivorans,-1.0379661735915302,0.38167534927873303,-2.7195001604190994,0.0065380663292419995,0.07110147133050675,False
Fusobacterium nucleatum,0.9400663556439688,0.2255134233777413,4.168560529850728,3.0652936214231394e-05,0.0016000832703828788,True
Gemella haemolysans,0.1913835098642046,0.1584210878776013,1.208068398141986,0.2270209541385877,0.548633972501587,False
Gemella morbillorum,1.0428888848963014,0.29231335392686547,3.567708662250251,0.0003601165805752756,0.010443380836682992,True
Gemella sanguinis,-0.36505245299858013,0.24963117776815394,-1.46236722617086,0.14364060545948146,0.4745594686699324,False
Gemmiger formicilis,-0.38642038865552353,0.3820794210728861,-1.011361427345257,0.31184347565252435,0.6213064667580829,False
Gordonibacter pamelaeae,-0.5059448163452267,0.35026763202283,-1.4444520991658454,0.1486118446311646,0.4788603882559749,False
Haemophilus parainfluenzae,-0.022273402866443744,0.33044255280833007,-0.06740476575171361,0.9462594752985684,0.9786411539528008,False
Haemophilus sp. HMSC71H05,0.16217296045290452,0.20009231264809554,0.8104907095462474,0.4176582024747587,0.7219125221583578,False
Hafnia alvei,0.015941714765016938,0.3446982248092465,0.04624832278680567,0.9631123276395455,0.9794862504790072,False
Harryflintia acetispora,0.19164493466156662,0.1692256552793898,1.1324815634199368,0.25743203116618896,0.5818299556669364,False
Holdemanella biformis,0.14820610944008705,0.48274794626761924,0.3070051578384687,0.7588394462996209,0.9046942052599947,False
Holdemania filiformis,0.10793846077594582,0.2805608257703439,0.38472392031059965,0.7004419709286647,0.883165963344838,False
Hungatella hathewayi,0.9868789278502652,0.3828211026560081,2.5779115127230745,0.00993994481868598,0.09265448563132288,False
Intestinibacter bartlettii,-1.2091216877908177,0.40602905246823423,-2.9779191425850335,0.002902125347172385,0.04552348830873774,True
Intestinimonas butyriciproducens,0.8112001475262426,0.31185868063885147,2.6011786680571976,0.009290405443499667,0.09265448563132288,False
Lachnoclostridium sp. An131,0.3966302202806936,0.2076783941521078,1.9098290021936213,0.05615523379400982,0.287382667063462,False
Lachnoclostridium sp. An138,0.2209443393014564,0.16271231060717703,1.357883361602947,0.1745006977180279,0.4856072419876522,False
Lachnospira eligens,-1.7919209003398844,0.5412875808595443,-3.3104785029325474,0.0009313660587918984,0.02025721177872379,True
Lachnospira pectinoschiza,-0.45629377728471404,0.5931315691158813,-0.7692960568004551,0.4417175775623533,0.725334033736208,False
Lacrimispora saccharolytica,0.07878353686987238,0.25091201506829125,0.3139886977848777,0.7535296228610583,0.9046942052599947,False
Lactobacillus delbrueckii,-0.0421719324213331,0.2198764366952149,-0.19179832571050065,0.847900182506598,0.9405279416782631,False
Lactobacillus gasseri,0.0924809818111092,0.20888187504537148,0.442742970355955,0.657951657684516,0.8585096393695024,False
Lactobacillus paragasseri,0.4232127310190078,0.23885855361679634,1.7718131698058137,0.07642557567791948,0.34290386554636837,False
Lactobacillus rogosae,-0.3083435516639593,0.3563509005961167,-0.8652806858300374,0.38688474902843417,0.6963925482511815,False
Lactococcus lactis,-0.2339654793633208,0.4278289881460664,-0.5468668225993184,0.5844702306289506,0.81553828800206,False
Lactonifactor longoviformis,0.025583499176038086,0.14654616856649902,0.17457637703048462,0.8614125119058789,0.9405279416782631,False
Lancefieldella parvula,0.22065476753748536,0.14419928896266776,1.5302070428004082,0.12596548865552482,0.44753062470171906,False
Lancefieldella rimae,0.09315516183888972,0.11902180837087134,0.7826730505439702,0.4338191317000223,0.725334033736208,False
Latilactobacillus sakei,-0.36016862407012784,0.1651515701666906,-2.1808368137620664,0.029195488596891764,0.19538519291766024,False
Lawsonibacter asaccharolyticus,0.529955828370526,0.3288437473160084,1.6115733770095233,0.10705480791728972,0.41378732949540525,False
Leuconostoc mesenteroides,-0.2945581723262112,0.23317156349025903,-1.2632679899601764,0.20649288586922931,0.528378855018322,False
Leuconostoc pseudomesenteroides,-0.07803434109072893,0.13472269368455492,-0.5792219481109964,0.5624394231342063,0.8021677018471466,False
Massilimicrobiota timonensis,0.25097816578240517,0.23543968440755622,1.0659977157799412,0.28642467448226205,0.6077791873160195,False
Megasphaera elsdenii,-0.0452563695623569,0.3534895950116884,-0.12802744465748833,0.8981272540639801,0.9490332522700357,False
Methanobrevibacter smithii,0.41821428119245607,0.6356265234415732,0.657955994233929,0.5105664085234012,0.7486395091270096,False
Mitsuokella jalaludinii,0.3341468755041538,0.2806446164052664,1.1906406037079549,0.2337947044881331,0.5520942249100147,False
Mitsuokella multacida,0.30164192140507395,0.2550527044871146,1.1826650574501674,0.23694191780986984,0.5520942249100147,False
Mogibacterium diversum,0.14058553879276459,0.2628475877817494,0.5348557313354428,0.5927496217462546,0.81553828800206,False
Mogibacterium timidum,0.2873820784437733,0.12822595298318742,2.2412161637937205,0.025012076337620193,0.18558371533876947,False
Monoglobus pectinilyticus,-0.2650982343073196,0.1913073908144953,-1.3857187282658459,0.16583280718047455,0.4856072419876522,False
Odoribacter splanchnicus,-0.17623489224134214,0.3701311902279489,-0.4761416948752851,0.6339734342065682,0.8399343468422045,False
Oscillibacter sp. 57_20,0.07244695720035949,0.4299134111590746,0.16851522962504883,0.866177963488393,0.9405279416782631,False
Oscillibacter sp. CAG:241,0.4595954519533183,0.485680875969977,0.9462910209001698,0.34400017187032506,0.6506090207112669,False
Oscillibacter sp. PC13,-0.09117014305140347,0.08619727724556618,-1.0576916808134225,0.29019602923300947,0.6108158357243183,False
Parabacteroides distasonis,0.3202958393399074,0.35571118512550287,0.9004379191137886,0.36788724898648284,0.6767004835249194,False
Parabacteroides goldsteinii,-0.600865411238069,0.3657986857587551,-1.642612274540376,0.10046317952157485,0.40970140398642246,False
Parabacteroides johnsonii,-0.21663847223626997,0.2989935308880751,-0.7245590618392549,0.4687225814198651,0.7414339015186957,False
Parabacteroides merdae,0.9861130199492498,0.5044452089947473,1.9548466361973478,0.05060117474200293,0.2695287062788319,False
Parabacteroides sp. CAG:409,0.4879736772080445,0.2943957211908787,1.6575433747274295,0.09740966712111053,0.40355433521602935,False
Paraprevotella clara,0.014537633287747823,0.17725887150173814,0.08201357237911375,0.934635920618045,0.9718724114793217,False
Paraprevotella xylaniphila,-0.22682421035943012,0.44503106762560096,-0.5096817432760773,0.6102744453785149,0.8195187262649573,False
Parasutterella excrementihominis,-0.5442554829209647,0.4257893137571337,-1.2782272014262035,0.20116932766395346,0.5198534110919986,False
Parvimonas micra,1.7684489544779787,0.38631983079586535,4.577681013254642,4.70158902500891e-06,0.0004090382451757752,True
Peptostreptococcus stomatis,1.632281722853539,0.3215777040439753,5.075854769553074,3.8575786252796835e-07,0.00010068280211979975,True
Phascolarctobacterium faecium,0.7734680918605845,0.48276839776740854,1.6021514569668067,0.10912212150223966,0.41378732949540525,False
Phascolarctobacterium sp. CAG:266,0.5304523213559821,0.38215216152817716,1.3880657360009996,0.1651170289971473,0.4856072419876522,False
Phascolarctobacterium succinatutens,-0.7538065933561844,0.5825156214211706,-1.2940538684904501,0.19564681448415078,0.5157961472763976,False
Phocaeicola coprocola,0.10333244935633501,0.29020813821952823,0.3560632378895215,0.7217932073101923,0.8959234051360409,False
Phocaeicola dorei,0.1242218695482098,0.6205737677414027,0.20017260800487766,0.8413455892540872,0.9405279416782631,False
Phocaeicola massiliensis,0.133321138391153,0.539841562658762,0.2469634567122545,0.804936505525817,0.9275143812408553,False
Phocaeicola plebeius,0.4277132226156484,0.5678942438990394,0.7531564674420042,0.4513558953688852,0.7257453021828322,False
Phocaeicola vulgatus,-0.284707097033827,0.3795998235629687,-0.7500190446916772,0.45324323469655803,0.7257453021828322,False
Prevotella copri,0.27411925621932304,0.6622031016082446,0.4139504263172273,0.6789104127603269,0.8734214374113014,False
Prevotella sp. CAG:1185,-0.18808463545860532,0.2755331204007006,-0.6826207868770141,0.49484649552811777,0.7465603198429984,False
Prevotella sp. CAG:279,0.5084985397750384,0.43187651296742685,1.1774165172380897,0.23902930043996806,0.5520942249100147,False
Propionibacterium freudenreichii,-0.17322489401085162,0.16905038324459323,-1.0246938852556071,0.3055076491657758,0.613964618188216,False
Proteobacteria bacterium CAG:139,-0.7957759399718843,0.3489658510888441,-2.280383417142114,0.02258495826204037,0.17337276783507463,False
Romboutsia ilealis,-0.0339702775080758,0.17807944008251184,-0.19075912127944647,0.8487143169841775,0.9405279416782631,False
Roseburia faecis,-0.6403742758842343,0.5427130242595987,-1.1799500790641075,0.2380200703612657,0.5520942249100147,False
Roseburia hominis,-0.41435454509042885,0.4184489373346337,-0.9902153121231838,0.3220688898274695,0.6273132854102205,False
Roseburia intestinalis,-1.6696631361932572,0.5181773879197386,-3.2221844779762456,0.0012721719657573427,0.02371692021876189,True
Roseburia inulinivorans,-0.24375477531510328,0.4073118898022691,-0.5984474831643997,0.5495413907503897,0.7924326131815012,False
Roseburia sp. CAG:182,0.27597624552395994,0.18712044778063228,1.4748588344951823,0.14025049963713906,0.4741550007824933,False
Roseburia sp. CAG:303,-0.4731411320923817,0.3482720683827625,-1.3585388408822494,0.1742927666425501,0.4856072419876522,False
Roseburia sp. CAG:309,-0.25425428853136667,0.2856108999886542,-0.8902121331555163,0.37335199091030036,0.6767004835249194,False
Roseburia sp. CAG:471,-0.7322726317011998,0.34040704745248784,-2.151167659956883,0.031462968642423025,0.20220806899685312,False
Rothia dentocariosa,-0.04685043148902901,0.12161040663210333,-0.38525018365213815,0.7000520660302391,0.883165963344838,False
Rothia mucilaginosa,-0.03989965242656013,0.2170672798037963,-0.18381237588007182,0.8541606470170875,0.9405279416782631,False
Ruminococcaceae bacterium D16,0.11715839247414761,0.22904612253572526,0.5115056791929492,0.6089970127130655,0.8195187262649573,False
Ruminococcaceae bacterium D5,0.8256308223909536,0.26915260286622916,3.0675193685617015,0.0021584347235940908,0.03755676419053718,True
Ruminococcus bicirculans,-1.984358627141133,0.5288348878869489,-3.7523217030366145,0.0001752044335342731,0.006532622450349326,True
Ruminococcus bromii,-1.2924223273807338,0.6220075055521164,-2.077824328234646,0.03772554222937389,0.22378105731514966,False
